Date,Reef,Video_code,colour,Species,Individual,fishlength.cm,tile.kind,tile.number,Location,number.bites,length.video.h:min:sec
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,large,71,h4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large,71,h4,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,21,16,large,71,h4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,large,71,h4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,17,10,large,71,h4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large,71,h4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,36,9,large,71,h4,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,32,16,large,71,h4,1,0:11:28
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large,71,h4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large,71,h5,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large,71,h5,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Zebrasoma scopas,4,10,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,large,71,h6,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,17,16,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,21,16,large,71,h6,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,28,9,large,71,h6,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,17,10,large,71,h6,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,20,10,large,71,h6,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#8,red,Zebrasoma scopas,23,10,large,71,h6,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large,71,h6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,34,10,large,71,h6,5,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Zebrasoma scopas,9,9,large,71,h7,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large,71,h7,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,9,9,large,71,h8,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,large,71,h8,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,13,8,large,71,h8,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,17,16,large,71,h8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large,71,h8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,28,9,large,71,h8,5,0:26:05
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large,71,h8,2,0:11:28
19.04.2018,LighthouseReef,red-topleft#8,red,Zebrasoma scopas,23,10,large,71,h8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,25,10,large,71,h8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large,71,h8,8,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,27,10,large,71,h8,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,28,10,large,71,h8,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,34,10,large,71,h8,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,13,8,large,71,h9,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large,71,h9,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large,71,h9,2,0:11:28
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,27,10,large,71,h9,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,40,16,large,71,i2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large,71,i4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,large,71,i7,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large,71,i7,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,large,71,i8,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large,71,i8,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large,71,i9,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large,71,i9,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,22,15,large,72,f2,1,0:26:05
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,2,24,large,74,b2,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,b4,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,b5,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,b8,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,c3,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,2,24,large,74,c6,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,d2,2,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,2,24,large,74,d3,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,2,24,large,74,d5,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,d8,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,e7,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,f4,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,g3,2,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#11,blank,Scarus niger,1,24,large,74,g7,1,0:21:56
19.04.2018,LighthouseReef,nocolour-topleft#2,blank,Pomacentrus bankanensis,1,4,large,74,g8,1,0:26:05
19.04.2018,LighthouseReef,nocolour-topleft#2,blank,NA,NA,NA,large,74,g9,0,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Naso lituratus,5,20,large,80,b2,1,0:22:48
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,b2,1,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,b4,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,b4,4,0:22:48
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,b4,4,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,b6,1,0:26:05
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,b6,4,0:26:05
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,2,20,large,80,b8,2,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,c1,1,0:26:05
19.04.2018,LighthouseReef,black-topright#9,black,Ctenochaetus binotatus,1,5,large,80,c4,1,0:26:05
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,c6,2,0:26:05
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,2,20,large,80,c7,1,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,d1,1,0:26:05
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,2,20,large,80,d2,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,d2,1,0:22:48
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,d2,1,0:26:05
19.04.2018,LighthouseReef,black-topright#1,black,unident wrasse,1,8,large,80,d3,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,d3,2,0:22:48
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,d3,2,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,d7,1,0:26:05
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,2,20,large,80,d8,2,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,e1,1,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,e2,1,0:22:48
19.04.2018,LighthouseReef,black-topright#1,black,unident wrasse,1,8,large,80,e3,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,e3,2,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,e3,3,0:22:48
19.04.2018,LighthouseReef,black-topright#9,black,Ctenochaetus binotatus,1,5,large,80,e3,1,0:26:05
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,e3,2,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,e4,1,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,f2,1,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,f2,4,0:22:48
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,f2,6,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,f3,1,0:22:48
19.04.2018,LighthouseReef,black-topright#1,black,unident wrasse,1,8,large,80,f4,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,f4,4,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,f4,2,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,f5,2,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,f5,2,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,f6,2,0:22:48
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,f8,1,0:26:05
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,g1,3,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,g3,3,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,g3,3,0:22:48
19.04.2018,LighthouseReef,black-topright#1,black,unident wrasse,1,8,large,80,g4,2,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Ctenochaetus binotatus,2,5,large,80,g5,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,g5,1,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,g5,1,0:22:48
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,2,20,large,80,g7,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,g7,2,0:22:48
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,4,12,large,80,g7,1,0:26:05
19.04.2018,LighthouseReef,black-topright#5,black,Chlorurus sordidus,7,13,large,80,g7,1,0:26:05
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,4,12,large,80,g8,1,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,h2,2,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Naso lituratus,5,20,large,80,h2,1,0:22:48
19.04.2018,LighthouseReef,black-topright#3,black,Chlorurus sordidus,1,18,large,80,h2,8,0:26:05
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,3,13,large,80,h2,3,0:26:05
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,4,12,large,80,h2,1,0:26:05
19.04.2018,LighthouseReef,black-topright#5,black,Chlorurus sordidus,8,13,large,80,h2,1,0:26:05
19.04.2018,LighthouseReef,black-topright#8,black,Chlorurus sordidus,9,11,large,80,h2,2,0:26:05
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,h2,3,0:26:05
19.04.2018,LighthouseReef,black-topright#10,black,Naso lituratus,2,20,large,80,h4,3,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Ctenochaetus binotatus,2,5,large,80,h4,2,0:26:05
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,3,13,large,80,h4,1,0:26:05
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,4,12,large,80,h4,5,0:26:05
19.04.2018,LighthouseReef,black-topright#8,black,Chlorurus sordidus,9,11,large,80,h4,1,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Chlorurus sordidus,10,12,large,80,h6,1,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Ctenochaetus binotatus,2,5,large,80,h6,1,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,h6,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,3,5,large,80,h6,7,0:22:48
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,h6,3,0:22:48
19.04.2018,LighthouseReef,black-topright#3,black,Chlorurus sordidus,1,18,large,80,h6,3,0:26:05
19.04.2018,LighthouseReef,black-topright#5,black,Chlorurus sordidus,7,13,large,80,h6,3,0:26:05
19.04.2018,LighthouseReef,black-topright#4,black,Chlorurus sordidus,4,12,large,80,h7,1,0:26:05
19.04.2018,LighthouseReef,black-topright#5,black,Chlorurus sordidus,7,13,large,80,h7,2,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Chlorurus sordidus,10,12,large,80,h8,2,0:26:05
19.04.2018,LighthouseReef,black-topright#11,black,Naso lituratus,4,19,large,80,h8,2,0:26:05
19.04.2018,LighthouseReef,black-topright#5,black,Chlorurus sordidus,7,13,large,80,h8,9,0:26:05
19.04.2018,LighthouseReef,black-topright#9,black,Naso lituratus,1,20,large,80,i3,1,0:26:05
19.04.2018,LighthouseReef,black-topright#12,black,Ctenochaetus binotatus,4,5,large,80,i4,2,0:22:48
19.04.2018,LighthouseReef,black-topright#5,black,Chlorurus sordidus,8,13,large,80,i5,1,0:26:05
19.04.2018,LighthouseReef,control,green,NA,NA,NA,medium,13,NA,0,NA
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,3,18,medium,44,a1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium,44,b1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Zebrasoma scopas,30,10,medium,44,b1,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,46,8,medium,44,b1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,39,16,medium,44,b1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,55,9,medium,44,b1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium,44,b2,8,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,7,13,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,8,14,medium,44,b2,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,43,8,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,46,8,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,39,16,medium,44,b2,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,48,9,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,54,9,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,55,9,medium,44,b2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,1,18,medium,44,b3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,46,16,medium,44,b3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium,44,b4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,medium,44,b4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium,44,b4,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium,44,b4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,37,16,medium,44,b4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium,44,b5,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,8,9,medium,44,b6,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium,44,b6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium,44,b6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,12,9,medium,44,b6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,medium,44,b6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,medium,44,b6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium,44,b6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,32,16,medium,44,b6,1,0:11:28
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,42,16,medium,44,b6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,20,8,medium,44,b7,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium,44,b8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium,44,b8,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Ctenochaetus striatus,4,17,medium,44,b8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,12,9,medium,44,b8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,19,9,medium,44,b8,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium,44,b8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium,44,b8,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,32,16,medium,44,b8,1,0:11:28
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,35,15,medium,44,c1,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Zebrasoma scopas,30,10,medium,44,c1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,39,16,medium,44,c1,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,2,8,medium,44,c3,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium,44,c3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium,44,c3,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium,44,c3,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,medium,44,c3,,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,16,16,medium,44,c3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,medium,44,c3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium,44,c3,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,39,16,medium,44,c3,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,48,9,medium,44,c3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,52,10,medium,44,c3,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,54,9,medium,44,c3,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,1,9,medium,44,c5,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium,44,c5,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium,44,c5,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,25,10,medium,44,c5,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#12,red,Acanthurus nigrofuscus,49,9,medium,44,c5,4,0:05:41
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium,44,c6,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium,44,c7,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,4,17,medium,44,c7,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,medium,44,c7,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,medium,44,c7,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,32,16,medium,44,c7,1,0:11:28
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,55,9,medium,44,c7,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#12,red,Acanthurus nigrofuscus,49,9,medium,44,c8,1,0:05:41
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,16,16,medium,44,d1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,41,8,medium,44,d1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,36,16,medium,44,d1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Zebrasoma scopas,30,10,medium,44,d1,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,10,9,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,11,8,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,16,16,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,27,8,medium,44,d2,4,0:26:05
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,medium,44,d2,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,42,8,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,43,8,medium,44,d2,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,44,8,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,36,16,medium,44,d2,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Zebrasoma scopas,30,10,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Acanthurus nigrofuscus,45,8,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#11,red,Ctenochaetus striatus,39,16,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,51,9,medium,44,d2,3,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,52,10,medium,44,d2,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium,44,d3,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium,44,d3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,52,10,medium,44,d3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,55,9,medium,44,d3,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,6,9,medium,44,d4,2,0:26:05
19.04.2018,LighthouseReef,red-topleft#1,red,Acanthurus nigrofuscus,7,9,medium,44,d4,1,0:26:05
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,14,8,medium,44,d4,2,0:26:05
