"","colour.in.videos","Treatment","Crevice.kind","tile.number","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed","Bites.Acanthurus.nigrofuscus","Bites.Chlorurus.sordidus","Bites.Ctenochaetus.binotatus","Bites.Ctenochaetus.striatus","Bites.Naso.lituratus","Bites.Pomacentrus.bankanensis","Bites.Scarus.niger","Bites.unident.wrasse","Bites.Zebrasoma.scopas"
"507","red","accessible","medium","44","c3",0,1,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0
"508","red","accessible","medium","44","c4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"509","red","accessible","medium","44","c5",0,2,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,1
"510","red","accessible","medium","44","c6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"511","red","accessible","medium","44","c7",0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
"512","red","accessible","medium","44","c8",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"513","red","accessible","medium","44","c9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","red","accessible","medium","44","d1",0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1
"515","red","accessible","medium","44","d2",0,2,0,0,1,0,0,1,0,19,0,0,5,0,0,0,0,1
"516","red","accessible","medium","44","d3",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"517","red","accessible","medium","44","d4",0,2,0,0,0,0,0,2,0,13,0,0,2,0,0,0,0,0
"518","red","accessible","medium","44","d5",0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0
"519","red","accessible","medium","44","d6",1,1,0,1,0,0,0,1,0,5,0,0,4,0,0,0,0,1
"520","red","accessible","medium","44","d7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","red","accessible","medium","44","d8",0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,1
"522","red","accessible","medium","44","d9",1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"523","red","accessible","medium","44","e1",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
"524","red","accessible","medium","44","e2",0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"525","red","accessible","medium","44","e3",0,5,0,0,2,0,0,3,0,12,0,0,4,0,0,0,0,0
"526","red","accessible","medium","44","e4",2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"527","red","accessible","medium","44","e5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","red","accessible","medium","44","e6",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"529","red","accessible","medium","44","e7",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
"530","red","accessible","medium","44","e8",0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
"531","red","accessible","medium","44","e9",0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,6
"532","red","accessible","medium","44","f1",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"533","red","accessible","medium","44","f2",0,1,0,0,1,0,0,0,0,13,0,0,1,0,0,0,0,0
"534","red","accessible","medium","44","f3",1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
"535","red","accessible","medium","44","f4",0,0,0,0,0,0,0,0,0,15,0,0,2,0,0,0,0,1
"536","red","accessible","medium","44","f5",1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
"537","red","accessible","medium","44","f6",0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,2
"538","red","accessible","medium","44","f7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","red","accessible","medium","44","f8",0,1,0,0,1,0,0,0,0,4,0,0,1,0,0,0,0,5
"540","red","accessible","medium","44","f9",1,0,0,1,0,0,0,0,0,8,0,0,1,0,0,0,0,0
"541","red","accessible","medium","44","g1",0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0
"542","red","accessible","medium","44","g2",0,1,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0
"543","red","accessible","medium","44","g3",0,1,0,0,1,0,0,0,0,23,0,0,6,0,0,0,0,0
"544","red","accessible","medium","44","g4",0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"545","red","accessible","medium","44","g5",0,1,0,0,0,0,0,1,0,11,0,0,3,0,0,0,0,1
"546","red","accessible","medium","44","g6",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
"547","red","accessible","medium","44","g7",0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,0,5
"548","red","accessible","medium","44","g8",1,0,0,1,0,0,0,0,0,3,0,0,3,0,0,0,0,0
"549","red","accessible","medium","44","g9",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"550","red","accessible","medium","44","h1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"551","red","accessible","medium","44","h2",0,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0
"552","red","accessible","medium","44","h3",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1
"553","red","accessible","medium","44","h4",1,0,0,1,0,0,0,0,0,16,0,0,6,0,0,0,0,1
"554","red","accessible","medium","44","h5",1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0
"555","red","accessible","medium","44","h6",0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,9
"556","red","accessible","medium","44","h7",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"557","red","accessible","medium","44","h8",0,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,5
"558","red","accessible","medium","44","h9",3,1,0,3,1,0,0,0,0,4,0,0,1,0,0,0,0,0
"559","red","accessible","medium","44","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"560","red","accessible","medium","44","i2",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"561","red","accessible","medium","44","i3",0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0
"562","red","accessible","medium","44","i4",0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
"563","red","accessible","medium","44","i5",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
"564","red","accessible","medium","44","i6",0,0,3,0,0,3,0,0,0,2,0,0,2,0,0,0,0,4
"565","red","accessible","medium","44","i7",0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,1
"566","red","accessible","medium","44","i8",0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
"567","red","accessible","medium","44","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","red","accessible","small","72","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"569","red","accessible","small","72","a2",1,0,0,1,0,0,0,0,0,3,1,0,2,0,0,0,0,3
"570","red","accessible","small","72","a3",1,2,0,1,2,0,0,0,0,5,0,0,1,0,0,0,0,0
"571","red","accessible","small","72","a4",2,2,0,2,2,0,0,0,0,1,0,0,6,0,0,0,0,0
"572","red","accessible","small","72","a5",1,1,0,1,1,0,0,0,0,4,0,0,1,0,0,0,0,0
"573","red","accessible","small","72","a6",0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0
"574","red","accessible","small","72","a7",1,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,3
"575","red","accessible","small","72","a8",0,1,0,0,1,0,0,0,0,7,0,0,2,0,0,0,0,0
"576","red","accessible","small","72","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577","red","accessible","small","72","b1",0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0
"578","red","accessible","small","72","b2",0,2,0,0,0,0,0,2,0,13,0,0,10,0,0,0,0,5
"579","red","accessible","small","72","b3",0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
"580","red","accessible","small","72","b4",0,3,0,0,2,0,0,1,0,8,0,0,8,0,0,0,0,3
"581","red","accessible","small","72","b5",0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
"582","red","accessible","small","72","b6",0,0,0,0,0,0,0,0,0,13,0,0,13,0,0,0,0,1
"583","red","accessible","small","72","b7",0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0
"584","red","accessible","small","72","b8",1,1,0,1,1,0,0,0,0,25,0,0,9,0,0,0,0,0
"585","red","accessible","small","72","b9",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"586","red","accessible","small","72","c1",0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0
"587","red","accessible","small","72","c2",0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
"588","red","accessible","small","72","c3",0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1
"589","red","accessible","small","72","c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590","red","accessible","small","72","c5",0,3,0,0,3,0,0,0,0,1,0,0,9,0,0,0,0,1
"591","red","accessible","small","72","c6",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"592","red","accessible","small","72","c7",1,5,0,1,5,0,0,0,0,0,0,0,6,0,0,0,0,3
"593","red","accessible","small","72","c8",0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0
"594","red","accessible","small","72","c9",2,1,0,2,1,0,0,0,0,3,0,0,2,0,0,0,0,0
"595","red","accessible","small","72","d1",4,2,0,4,2,0,0,0,0,1,0,0,2,0,0,0,0,0
"596","red","accessible","small","72","d2",1,4,0,1,4,0,0,0,0,4,0,0,12,0,0,0,0,3
"597","red","accessible","small","72","d3",0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0
"598","red","accessible","small","72","d4",1,6,0,1,5,0,0,1,0,5,0,0,5,0,0,0,0,0
"599","red","accessible","small","72","d5",0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0
"600","red","accessible","small","72","d6",1,4,0,0,2,0,1,2,0,4,0,0,9,0,0,0,0,0
"601","red","accessible","small","72","d7",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","red","accessible","small","72","d8",4,2,0,4,2,0,0,0,0,4,0,0,4,0,0,0,0,1
"603","red","accessible","small","72","d9",2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"604","red","accessible","small","72","e1",2,1,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0
"605","red","accessible","small","72","e2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"606","red","accessible","small","72","e3",0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,3
"607","red","accessible","small","72","e4",3,2,0,3,2,0,0,0,0,0,0,0,3,0,0,0,0,0
"608","red","accessible","small","72","e5",0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"609","red","accessible","small","72","e6",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"610","red","accessible","small","72","e7",0,3,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0
"611","red","accessible","small","72","e8",1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0
"612","red","accessible","small","72","e9",2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"613","red","accessible","small","72","f1",1,1,0,1,1,0,0,0,0,2,0,0,7,0,0,0,0,3
"614","red","accessible","small","72","f2",1,2,0,1,2,0,0,0,0,4,0,0,7,0,0,0,0,9
"615","red","accessible","small","72","f3",0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"616","red","accessible","small","72","f4",0,3,0,0,3,0,0,0,0,2,0,0,8,0,0,0,0,2
"617","red","accessible","small","72","f5",1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"618","red","accessible","small","72","f6",1,2,0,1,2,0,0,0,0,5,0,0,7,0,0,0,0,0
"619","red","accessible","small","72","f7",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"620","red","accessible","small","72","f8",0,2,0,0,2,0,0,0,0,3,0,0,7,0,0,0,0,1
"621","red","accessible","small","72","f9",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"622","red","accessible","small","72","g1",0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3
"623","red","accessible","small","72","g2",1,3,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0
"624","red","accessible","small","72","g3",1,2,0,1,2,0,0,0,0,2,0,0,8,0,0,0,0,1
"625","red","accessible","small","72","g4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"626","red","accessible","small","72","g5",1,6,0,0,3,0,1,3,0,0,0,0,5,0,0,0,0,2
"627","red","accessible","small","72","g6",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
"628","red","accessible","small","72","g7",0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,4
"629","red","accessible","small","72","g8",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"630","red","accessible","small","72","g9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"631","red","accessible","small","72","h1",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
"632","red","accessible","small","72","h2",0,2,0,0,1,0,0,1,0,23,0,0,6,0,0,0,0,2
"633","red","accessible","small","72","h3",3,1,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,2
"634","red","accessible","small","72","h4",2,1,0,2,1,0,0,0,0,2,0,0,6,0,0,0,0,4
"635","red","accessible","small","72","h5",1,4,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0
"636","red","accessible","small","72","h6",2,3,0,2,3,0,0,0,0,1,0,0,9,0,0,0,0,1
"637","red","accessible","small","72","h7",0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0
"638","red","accessible","small","72","h8",0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0
"639","red","accessible","small","72","h9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640","red","accessible","small","72","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641","red","accessible","small","72","i2",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"642","red","accessible","small","72","i3",1,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0
"643","red","accessible","small","72","i4",1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"644","red","accessible","small","72","i5",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"645","red","accessible","small","72","i6",1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"646","red","accessible","small","72","i7",0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0
"647","red","accessible","small","72","i8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648","red","accessible","small","72","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649","yellow","caged control","medium","73","a1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"650","yellow","caged control","medium","73","a2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"651","yellow","caged control","medium","73","a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"652","yellow","caged control","medium","73","a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"653","yellow","caged control","medium","73","a5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"654","yellow","caged control","medium","73","a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"655","yellow","caged control","medium","73","a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656","yellow","caged control","medium","73","a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"657","yellow","caged control","medium","73","a9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"658","yellow","caged control","medium","73","b1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"659","yellow","caged control","medium","73","b2",2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"660","yellow","caged control","medium","73","b3",1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"661","yellow","caged control","medium","73","b4",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","yellow","caged control","medium","73","b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"663","yellow","caged control","medium","73","b6",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"664","yellow","caged control","medium","73","b7",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"665","yellow","caged control","medium","73","b8",2,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"666","yellow","caged control","medium","73","b9",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"667","yellow","caged control","medium","73","c1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"668","yellow","caged control","medium","73","c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669","yellow","caged control","medium","73","c3",1,8,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
"670","yellow","caged control","medium","73","c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"671","yellow","caged control","medium","73","c5",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"672","yellow","caged control","medium","73","c6",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"673","yellow","caged control","medium","73","c7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"674","yellow","caged control","medium","73","c8",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"675","yellow","caged control","medium","73","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"676","yellow","caged control","medium","73","d1",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"677","yellow","caged control","medium","73","d2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"678","yellow","caged control","medium","73","d3",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"679","yellow","caged control","medium","73","d4",0,5,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"680","yellow","caged control","medium","73","d5",2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"681","yellow","caged control","medium","73","d6",1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"682","yellow","caged control","medium","73","d7",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"683","yellow","caged control","medium","73","d8",2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"684","yellow","caged control","medium","73","d9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"685","yellow","caged control","medium","73","e1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"686","yellow","caged control","medium","73","e2",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"687","yellow","caged control","medium","73","e3",3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"688","yellow","caged control","medium","73","e4",0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"689","yellow","caged control","medium","73","e5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"690","yellow","caged control","medium","73","e6",2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"691","yellow","caged control","medium","73","e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"692","yellow","caged control","medium","73","e8",1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"693","yellow","caged control","medium","73","e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"694","yellow","caged control","medium","73","f1",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695","yellow","caged control","medium","73","f2",1,4,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"696","yellow","caged control","medium","73","f3",4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"697","yellow","caged control","medium","73","f4",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"698","yellow","caged control","medium","73","f5",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699","yellow","caged control","medium","73","f6",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"700","yellow","caged control","medium","73","f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701","yellow","caged control","medium","73","f8",2,11,0,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0
"702","yellow","caged control","medium","73","f9",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"703","yellow","caged control","medium","73","g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704","yellow","caged control","medium","73","g2",3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"705","yellow","caged control","medium","73","g3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706","yellow","caged control","medium","73","g4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707","yellow","caged control","medium","73","g5",2,6,3,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0
"708","yellow","caged control","medium","73","g6",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"709","yellow","caged control","medium","73","g7",1,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0
"710","yellow","caged control","medium","73","g8",0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"711","yellow","caged control","medium","73","g9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712","yellow","caged control","medium","73","h1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713","yellow","caged control","medium","73","h2",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"714","yellow","caged control","medium","73","h3",3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"715","yellow","caged control","medium","73","h4",1,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"716","yellow","caged control","medium","73","h5",4,3,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"717","yellow","caged control","medium","73","h6",2,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"718","yellow","caged control","medium","73","h7",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"719","yellow","caged control","medium","73","h8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720","yellow","caged control","medium","73","h9",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721","yellow","caged control","medium","73","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722","yellow","caged control","medium","73","i2",1,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"723","yellow","caged control","medium","73","i3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724","yellow","caged control","medium","73","i4",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725","yellow","caged control","medium","73","i5",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"726","yellow","caged control","medium","73","i6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727","yellow","caged control","medium","73","i7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728","yellow","caged control","medium","73","i8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729","yellow","caged control","medium","73","i9",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"730","blank","accessible","medium","79","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731","blank","accessible","medium","79","a2",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"732","blank","accessible","medium","79","a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733","blank","accessible","medium","79","a4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"734","blank","accessible","medium","79","a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735","blank","accessible","medium","79","a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736","blank","accessible","medium","79","a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737","blank","accessible","medium","79","a8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738","blank","accessible","medium","79","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739","blank","accessible","medium","79","b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740","blank","accessible","medium","79","b2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741","blank","accessible","medium","79","b3",4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742","blank","accessible","medium","79","b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743","blank","accessible","medium","79","b5",0,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"744","blank","accessible","medium","79","b6",0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,4,0,0
"745","blank","accessible","medium","79","b7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"746","blank","accessible","medium","79","b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747","blank","accessible","medium","79","b9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748","blank","accessible","medium","79","c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749","blank","accessible","medium","79","c2",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"750","blank","accessible","medium","79","c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751","blank","accessible","medium","79","c4",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","blank","accessible","medium","79","c5",0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0
"753","blank","accessible","medium","79","c6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"754","blank","accessible","medium","79","c7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"755","blank","accessible","medium","79","c8",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756","blank","accessible","medium","79","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757","blank","accessible","medium","79","d1",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"758","blank","accessible","medium","79","d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759","blank","accessible","medium","79","d3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"760","blank","accessible","medium","79","d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"761","blank","accessible","medium","79","d5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"762","blank","accessible","medium","79","d6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"763","blank","accessible","medium","79","d7",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
