"","colour.in.videos","Treatment","Crevice.kind","tile.number","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed","Bites.Acanthurus.nigrofuscus","Bites.Chlorurus.sordidus","Bites.Ctenochaetus.binotatus","Bites.Ctenochaetus.striatus","Bites.Naso.lituratus","Bites.Pomacentrus.bankanensis","Bites.Scarus.niger","Bites.unident.wrasse","Bites.Zebrasoma.scopas"
"247","blank","accessible","large","74","a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","blank","accessible","large","74","a5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","blank","accessible","large","74","a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250","blank","accessible","large","74","a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","blank","accessible","large","74","a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","blank","accessible","large","74","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253","blank","accessible","large","74","b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","blank","accessible","large","74","b2",0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
"255","blank","accessible","large","74","b3",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"256","blank","accessible","large","74","b4",0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"257","blank","accessible","large","74","b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"258","blank","accessible","large","74","b6",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"259","blank","accessible","large","74","b7",0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"260","blank","accessible","large","74","b8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"261","blank","accessible","large","74","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","blank","accessible","large","74","c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","blank","accessible","large","74","c2",1,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"264","blank","accessible","large","74","c3",0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
"265","blank","accessible","large","74","c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266","blank","accessible","large","74","c5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"267","blank","accessible","large","74","c6",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"268","blank","accessible","large","74","c7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"269","blank","accessible","large","74","c8",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","blank","accessible","large","74","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"271","blank","accessible","large","74","d1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"272","blank","accessible","large","74","d2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"273","blank","accessible","large","74","d3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"274","blank","accessible","large","74","d4",1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"275","blank","accessible","large","74","d5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"276","blank","accessible","large","74","d6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"277","blank","accessible","large","74","d7",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"278","blank","accessible","large","74","d8",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
"279","blank","accessible","large","74","d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"280","blank","accessible","large","74","e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281","blank","accessible","large","74","e2",1,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"282","blank","accessible","large","74","e3",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","blank","accessible","large","74","e4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"284","blank","accessible","large","74","e5",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"285","blank","accessible","large","74","e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"286","blank","accessible","large","74","e7",0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0
"287","blank","accessible","large","74","e8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"288","blank","accessible","large","74","e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"289","blank","accessible","large","74","f1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"290","blank","accessible","large","74","f2",1,6,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"291","blank","accessible","large","74","f3",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"292","blank","accessible","large","74","f4",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"293","blank","accessible","large","74","f5",0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"294","blank","accessible","large","74","f6",0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
"295","blank","accessible","large","74","f7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296","blank","accessible","large","74","f8",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"297","blank","accessible","large","74","f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298","blank","accessible","large","74","g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","blank","accessible","large","74","g2",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"300","blank","accessible","large","74","g3",0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0
"301","blank","accessible","large","74","g4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"302","blank","accessible","large","74","g5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","blank","accessible","large","74","g6",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"304","blank","accessible","large","74","g7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"305","blank","accessible","large","74","g8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"306","blank","accessible","large","74","g9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"307","blank","accessible","large","74","h1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"308","blank","accessible","large","74","h2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","blank","accessible","large","74","h3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"310","blank","accessible","large","74","h4",1,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"311","blank","accessible","large","74","h5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"312","blank","accessible","large","74","h6",0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"313","blank","accessible","large","74","h7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"314","blank","accessible","large","74","h8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315","blank","accessible","large","74","h9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","blank","accessible","large","74","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"317","blank","accessible","large","74","i2",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"318","blank","accessible","large","74","i3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"319","blank","accessible","large","74","i4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"320","blank","accessible","large","74","i5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","blank","accessible","large","74","i6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"322","blank","accessible","large","74","i7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"323","blank","accessible","large","74","i8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","blank","accessible","large","74","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"325","black","accessible","large","80","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","black","accessible","large","80","a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","black","accessible","large","80","a3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"328","black","accessible","large","80","a4",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","black","accessible","large","80","a5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"330","black","accessible","large","80","a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"331","black","accessible","large","80","a7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","black","accessible","large","80","a8",2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","black","accessible","large","80","a9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"334","black","accessible","large","80","b1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","black","accessible","large","80","b2",1,4,0,1,3,0,0,1,0,0,0,0,0,2,0,0,0,0
"336","black","accessible","large","80","b3",1,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"337","black","accessible","large","80","b4",0,3,0,0,3,0,0,0,0,0,0,4,0,5,0,0,0,0
"338","black","accessible","large","80","b5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"339","black","accessible","large","80","b6",1,5,0,1,5,0,0,0,0,0,0,0,0,5,0,0,0,0
"340","black","accessible","large","80","b7",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"341","black","accessible","large","80","b8",0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"342","black","accessible","large","80","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343","black","accessible","large","80","c1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"344","black","accessible","large","80","c2",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"345","black","accessible","large","80","c3",1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"346","black","accessible","large","80","c4",0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
"347","black","accessible","large","80","c5",2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","black","accessible","large","80","c6",0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
"349","black","accessible","large","80","c7",0,4,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0
"350","black","accessible","large","80","c8",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"351","black","accessible","large","80","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","black","accessible","large","80","d1",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"353","black","accessible","large","80","d2",0,9,0,0,9,0,0,0,0,0,0,1,0,2,0,0,0,0
"354","black","accessible","large","80","d3",0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0
"355","black","accessible","large","80","d4",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","black","accessible","large","80","d5",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"357","black","accessible","large","80","d6",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"358","black","accessible","large","80","d7",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"359","black","accessible","large","80","d8",0,4,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0
"360","black","accessible","large","80","d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361","black","accessible","large","80","e1",0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"362","black","accessible","large","80","e2",2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"363","black","accessible","large","80","e3",0,2,0,0,2,0,0,0,0,0,0,6,0,2,0,0,1,0
"364","black","accessible","large","80","e4",1,5,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0
"365","black","accessible","large","80","e5",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","black","accessible","large","80","e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","black","accessible","large","80","e7",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"368","black","accessible","large","80","e8",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","black","accessible","large","80","e9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"370","black","accessible","large","80","f1",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"371","black","accessible","large","80","f2",0,1,0,0,0,0,0,1,0,0,0,5,0,6,0,0,0,0
"372","black","accessible","large","80","f3",1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"373","black","accessible","large","80","f4",0,4,0,0,3,0,0,1,0,0,0,6,0,0,0,0,1,0
"374","black","accessible","large","80","f5",0,2,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0
"375","black","accessible","large","80","f6",0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"376","black","accessible","large","80","f7",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"377","black","accessible","large","80","f8",0,3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
"378","black","accessible","large","80","f9",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"379","black","accessible","large","80","g1",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"380","black","accessible","large","80","g2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"381","black","accessible","large","80","g3",0,1,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0
"382","black","accessible","large","80","g4",2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0
"383","black","accessible","large","80","g5",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"384","black","accessible","large","80","g6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"385","black","accessible","large","80","g7",2,3,0,2,3,0,0,0,0,0,5,2,0,1,0,0,0,0
"386","black","accessible","large","80","g8",1,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
"387","black","accessible","large","80","g9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"388","black","accessible","large","80","h1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"389","black","accessible","large","80","h2",0,1,0,0,1,0,0,0,0,0,15,0,0,6,0,0,0,0
"390","black","accessible","large","80","h3",2,3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"391","black","accessible","large","80","h4",0,0,0,0,0,0,0,0,0,0,7,2,0,3,0,0,0,0
"392","black","accessible","large","80","h5",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"393","black","accessible","large","80","h6",0,4,0,0,3,0,0,1,0,0,7,11,0,1,0,0,0,0
"394","black","accessible","large","80","h7",1,2,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0
"395","black","accessible","large","80","h8",0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0
"396","black","accessible","large","80","h9",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"397","black","accessible","large","80","i1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"398","black","accessible","large","80","i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","black","accessible","large","80","i3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"400","black","accessible","large","80","i4",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"401","black","accessible","large","80","i5",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"402","black","accessible","large","80","i6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","black","accessible","large","80","i7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"404","black","accessible","large","80","i8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","black","accessible","large","80","i9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"406","green","caged control","medium","13","a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","green","caged control","medium","13","a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","green","caged control","medium","13","a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","green","caged control","medium","13","a4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"410","green","caged control","medium","13","a5",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","green","caged control","medium","13","a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"412","green","caged control","medium","13","a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"413","green","caged control","medium","13","a8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"414","green","caged control","medium","13","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","green","caged control","medium","13","b1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"416","green","caged control","medium","13","b2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","green","caged control","medium","13","b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"418","green","caged control","medium","13","b4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","green","caged control","medium","13","b5",2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"420","green","caged control","medium","13","b6",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"421","green","caged control","medium","13","b7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"422","green","caged control","medium","13","b8",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","green","caged control","medium","13","b9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"424","green","caged control","medium","13","c1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","green","caged control","medium","13","c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"426","green","caged control","medium","13","c3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"427","green","caged control","medium","13","c4",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"428","green","caged control","medium","13","c5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","green","caged control","medium","13","c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"430","green","caged control","medium","13","c7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"431","green","caged control","medium","13","c8",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","green","caged control","medium","13","c9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"433","green","caged control","medium","13","d1",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"434","green","caged control","medium","13","d2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"435","green","caged control","medium","13","d3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"436","green","caged control","medium","13","d4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","green","caged control","medium","13","d5",0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"438","green","caged control","medium","13","d6",0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"439","green","caged control","medium","13","d7",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"440","green","caged control","medium","13","d8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"441","green","caged control","medium","13","d9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"442","green","caged control","medium","13","e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"443","green","caged control","medium","13","e2",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","green","caged control","medium","13","e3",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"445","green","caged control","medium","13","e4",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"446","green","caged control","medium","13","e5",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"447","green","caged control","medium","13","e6",0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"448","green","caged control","medium","13","e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"449","green","caged control","medium","13","e8",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","green","caged control","medium","13","e9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","green","caged control","medium","13","f1",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","green","caged control","medium","13","f2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"453","green","caged control","medium","13","f3",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","green","caged control","medium","13","f4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","green","caged control","medium","13","f5",0,1,0,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,0
"456","green","caged control","medium","13","f6",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","green","caged control","medium","13","f7",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"458","green","caged control","medium","13","f8",0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","green","caged control","medium","13","f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","green","caged control","medium","13","g1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","green","caged control","medium","13","g2",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","green","caged control","medium","13","g3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","green","caged control","medium","13","g4",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","green","caged control","medium","13","g5",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"465","green","caged control","medium","13","g6",0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"466","green","caged control","medium","13","g7",0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","green","caged control","medium","13","g8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","green","caged control","medium","13","g9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","green","caged control","medium","13","h1",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","green","caged control","medium","13","h2",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","green","caged control","medium","13","h3",1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","green","caged control","medium","13","h4",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"473","green","caged control","medium","13","h5",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","green","caged control","medium","13","h6",0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"475","green","caged control","medium","13","h7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","green","caged control","medium","13","h8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"477","green","caged control","medium","13","h9",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"478","green","caged control","medium","13","i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"479","green","caged control","medium","13","i2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"480","green","caged control","medium","13","i3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","green","caged control","medium","13","i4",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","green","caged control","medium","13","i5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","green","caged control","medium","13","i6",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","green","caged control","medium","13","i7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","green","caged control","medium","13","i8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","green","caged control","medium","13","i9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","red","accessible","medium","44","a1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"488","red","accessible","medium","44","a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","red","accessible","medium","44","a3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","red","accessible","medium","44","a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","red","accessible","medium","44","a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","red","accessible","medium","44","a6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","red","accessible","medium","44","a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","red","accessible","medium","44","a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","red","accessible","medium","44","a9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","red","accessible","medium","44","b1",0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2
"497","red","accessible","medium","44","b2",1,1,0,1,1,0,0,0,0,14,0,0,8,0,0,0,0,0
"498","red","accessible","medium","44","b3",1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"499","red","accessible","medium","44","b4",0,3,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0
"500","red","accessible","medium","44","b5",0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"501","red","accessible","medium","44","b6",0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0
"502","red","accessible","medium","44","b7",0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
"503","red","accessible","medium","44","b8",0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0
"504","red","accessible","medium","44","b9",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","red","accessible","medium","44","c1",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
"506","red","accessible","medium","44","c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
