,Reef,Treatment,Genus,Species,Genus.species,Individual,Species.Code,Indiviual.code,Body.length,tile.kind,crown,outside,targetcrevice,opencrevice,othercrevice,Video_code,ColourCode,tile.number,video.length.min.sec.,video.length.min,comment,Area.crown.cm2,Area.target.cm2,Area.other.cm2,Area.open.cm2,Area.outside.cm2,Date,colour,Location
1092,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,4,NA,NA,17,large crevice,2,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f8
1093,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,28,NA,NA,9,large crevice,4,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h6
1094,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,28,NA,NA,9,large crevice,5,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h8
1095,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,28,NA,NA,9,large crevice,0,1,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g9
1096,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,28,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1097,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,24,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f6
1098,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,24,NA,NA,15,large crevice,2,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g5
1099,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,30,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,e8
1100,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,30,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c8
1101,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,30,NA,NA,10,large crevice,0,0,2,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c7
1102,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,30,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b7
1103,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,15,NA,NA,10,large crevice,5,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f8
1104,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,15,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f7
1105,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,15,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f6
1106,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,15,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,e8
1107,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,15,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d8
1108,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,15,NA,NA,10,large crevice,0,0,1,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c7
1109,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,15,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f4
1110,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,4,NA,NA,17,large crevice,0,0,0,1,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c2
1111,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,31,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h2
1112,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,31,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h4
1113,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,31,NA,NA,9,large crevice,5,0,0,0,0,red-topleft#4,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g5
1114,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,17,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h4
1115,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,17,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h6
1116,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,27,NA,NA,16,large crevice,0,1,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,e1
1117,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,27,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d2
1118,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,18,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f7
1119,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,18,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f6
1120,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,18,NA,NA,10,large crevice,0,0,1,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c7
1121,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,0,1,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f9
1122,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1123,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h6
1124,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f6
1125,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f4
1126,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f2
1127,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h2
1128,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h4
1129,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,28,NA,NA,15,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g3
1130,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,34,NA,NA,9,large crevice,5,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f8
1131,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,34,NA,NA,9,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1132,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,34,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c4
1133,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,34,NA,NA,9,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b6
1134,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,34,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f5
1135,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,34,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d4
1136,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,35,NA,NA,8,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h6
1137,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,35,NA,NA,8,large crevice,0,0,0,2,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h5
1138,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,35,NA,NA,8,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g5
1139,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,35,NA,NA,8,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f5
1140,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,35,NA,NA,8,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,e4
1141,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,35,NA,NA,8,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,e3
1142,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,19,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1143,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,19,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b4
1144,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,19,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c4
1145,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,19,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c3
1146,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,36,NA,NA,9,large crevice,3,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h4
1147,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,36,NA,NA,9,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d8
1148,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,36,NA,NA,9,large crevice,3,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f6
1149,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,30,NA,NA,12,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b2
1150,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,30,NA,NA,12,large crevice,0,0,0,1,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b3
1151,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,30,NA,NA,12,large crevice,1,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d2
1152,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,20,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#5,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h6
1153,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,21,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f7
1154,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,21,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c8
1155,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,21,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b6
1156,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,21,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b7
1157,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,0,2,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h9
1158,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,2,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h8
1159,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,2,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1160,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f7
1161,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,0,0,1,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c7
1162,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b6
1163,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,2,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b4
1164,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,38,NA,NA,9,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c3
1165,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,0,0,2,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d6
1166,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,0,0,1,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d5
1167,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,0,0,3,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d7
1168,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,0,0,1,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c7
1169,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c8
1170,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b7
1171,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b6
1172,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,31,NA,NA,14,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b2
1173,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,32,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h2
1174,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,32,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1175,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,32,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h4
1176,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,22,NA,NA,10,large crevice,0,0,1,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d6
1177,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,22,NA,NA,10,large crevice,0,0,1,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c5
1178,LighthouseReef,recruitment,NA,NA,Pomacentrus bankanensis,2,NA,NA,5,large crevice,1,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f2
1179,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,39,NA,NA,9,large crevice,2,0,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b2
1180,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,39,NA,NA,9,large crevice,0,1,0,0,0,red-topleft#6,NA,71,NA,11.47,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,a7
1181,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,23,NA,NA,10,large crevice,0,1,0,0,0,red-topleft#8,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,a9
1182,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,23,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#8,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h6
1183,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,23,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#8,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h8
1184,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,24,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c8
1185,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,25,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c8
1186,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,25,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h8
1187,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,25,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1188,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,26,NA,NA,10,large crevice,8,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h8
1189,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,26,NA,NA,10,large crevice,0,0,0,4,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h7
1190,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,26,NA,NA,10,large crevice,0,1,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,i7
1191,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,26,NA,NA,10,large crevice,0,3,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,i8
1192,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,26,NA,NA,10,large crevice,0,2,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,i9
1193,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,26,NA,NA,10,large crevice,6,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,d8
1194,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,27,NA,NA,10,large crevice,0,4,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h9
1195,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,27,NA,NA,10,large crevice,3,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h8
1196,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,27,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c8
1197,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,28,NA,NA,10,large crevice,2,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h8
1198,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,28,NA,NA,10,large crevice,1,0,0,0,0,red-topleft#9,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,e8
1199,LighthouseReef,recruitment,NA,NA,Zebrasoma scopas,31,NA,NA,10,large crevice,3,0,0,0,0,red-topleft#11,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h2
1200,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,40,NA,NA,16,large crevice,0,1,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,i2
1201,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,40,NA,NA,16,large crevice,3,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h2
1202,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,40,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g3
1203,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,40,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f2
1204,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,40,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g5
1205,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,40,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,g7
1206,LighthouseReef,recruitment,NA,NA,Acanthurus nigrofuscus,52,NA,NA,10,large crevice,0,2,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,a2
1207,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,42,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,e3
1208,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,42,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f4
1209,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,42,NA,NA,16,large crevice,2,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f7
1210,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,43,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,f2
1211,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,43,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b2
1212,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,43,NA,NA,16,large crevice,0,0,0,1,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,c2
1213,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,43,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,b7
1214,LighthouseReef,recruitment,NA,NA,Ctenochaetus striatus,44,NA,NA,16,large crevice,1,0,0,0,0,red-topleft#13,NA,71,NA,26.08,NA,40.32,15.49736,9,18,89.18264,19.04.2018,red,h6
