"","Date","Reef","Video_code","colour","Species","Individual","fishlength.cm","tile.kind","tile.number","Location","Unique.location","number.bites","length.video.h.min.sec","length.video.min","comment","parrot.phase","Tile.kind","Location.kind"
"308","19.04.2018","LighthouseReef","red-topleft#5","red","Acanthurus nigrofuscus","35",8,"large crevice","71","e3","71.e3",2,"0:26:05",26.08,"","","large.more","crown"
"309","19.04.2018","LighthouseReef","red-topleft#5","red","Zebrasoma scopas","19",10,"large crevice","71","g7","71.g7",1,"0:26:05",26.08,"","","large.more","crown"
"310","19.04.2018","LighthouseReef","red-topleft#5","red","Zebrasoma scopas","19",10,"large crevice","71","b4","71.b4",1,"0:26:05",26.08,"","","large.more","crown"
"311","19.04.2018","LighthouseReef","red-topleft#5","red","Zebrasoma scopas","19",10,"large crevice","71","c4","71.c4",1,"0:26:05",26.08,"","","large.more","crown"
"312","19.04.2018","LighthouseReef","red-topleft#5","red","Zebrasoma scopas","19",10,"large crevice","71","c3","71.c3",1,"0:26:05",26.08,"","","large.more","crown"
"313","19.04.2018","LighthouseReef","red-topleft#5","red","Acanthurus nigrofuscus","36",9,"large crevice","71","h4","71.h4",3,"0:26:05",26.08,"","","large.more","crown"
"314","19.04.2018","LighthouseReef","red-topleft#5","red","Acanthurus nigrofuscus","36",9,"large crevice","71","d8","71.d8",2,"0:26:05",26.08,"","","large.more","crown"
"315","19.04.2018","LighthouseReef","red-topleft#5","red","Acanthurus nigrofuscus","36",9,"large crevice","71","f6","71.f6",3,"0:26:05",26.08,"","","large.more","crown"
"316","19.04.2018","LighthouseReef","red-topleft#5","red","Ctenochaetus striatus","30",12,"large crevice","71","b2","71.b2",1,"0:26:05",26.08,"","","large.more","crown"
"317","19.04.2018","LighthouseReef","red-topleft#5","red","Ctenochaetus striatus","30",12,"large crevice","71","b3","71.b3",1,"0:26:05",26.08,"","","large.more","opencrevice"
"318","19.04.2018","LighthouseReef","red-topleft#5","red","Ctenochaetus striatus","30",12,"large crevice","71","d2","71.d2",1,"0:26:05",26.08,"","","large.more","crown"
"319","19.04.2018","LighthouseReef","red-topleft#5","red","Zebrasoma scopas","20",10,"large crevice","71","h6","71.h6",2,"0:26:05",26.08,"","","large.more","crown"
"320","19.04.2018","LighthouseReef","red-topleft#6","red","Zebrasoma scopas","21",10,"large crevice","71","f7","71.f7",1,"0:11:28",11.47,"","","large.more","crown"
"321","19.04.2018","LighthouseReef","red-topleft#6","red","Zebrasoma scopas","21",10,"large crevice","71","c8","71.c8",2,"0:11:28",11.47,"","","large.more","crown"
"322","19.04.2018","LighthouseReef","red-topleft#6","red","Zebrasoma scopas","21",10,"large crevice","71","b6","71.b6",1,"0:11:28",11.47,"","","large.more","crown"
"323","19.04.2018","LighthouseReef","red-topleft#6","red","Zebrasoma scopas","21",10,"large crevice","71","b7","71.b7",2,"0:11:28",11.47,"","","large.more","crown"
"324","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","h9","71.h9",2,"0:11:28",11.47,"","","large.more","outside"
"325","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","h8","71.h8",2,"0:11:28",11.47,"","","large.more","crown"
"326","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","g7","71.g7",2,"0:11:28",11.47,"","","large.more","crown"
"327","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","f7","71.f7",1,"0:11:28",11.47,"","","large.more","crown"
"328","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","c7","71.c7",1,"0:11:28",11.47,"","","large.more","targetcrevice"
"329","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","b6","71.b6",1,"0:11:28",11.47,"","","large.more","crown"
"330","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","b4","71.b4",2,"0:11:28",11.47,"","","large.more","crown"
"331","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","38",9,"large crevice","71","c3","71.c3",1,"0:11:28",11.47,"","","large.more","crown"
"332","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","d6","71.d6",2,"0:11:28",11.47,"","","large.more","targetcrevice"
"333","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","d5","71.d5",1,"0:11:28",11.47,"","","large.more","targetcrevice"
"334","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","d7","71.d7",3,"0:11:28",11.47,"","","large.more","targetcrevice"
"335","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","c7","71.c7",1,"0:11:28",11.47,"","","large.more","targetcrevice"
"336","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","c8","71.c8",1,"0:11:28",11.47,"","","large.more","crown"
"337","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","b7","71.b7",1,"0:11:28",11.47,"","","large.more","crown"
"338","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","b6","71.b6",1,"0:11:28",11.47,"","","large.more","crown"
"339","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","31",14,"large crevice","71","b2","71.b2",1,"0:11:28",11.47,"","","large.more","crown"
"340","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","32",16,"large crevice","71","h2","71.h2",1,"0:11:28",11.47,"","","large.more","crown"
"341","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","32",16,"large crevice","71","g7","71.g7",1,"0:11:28",11.47,"","","large.more","crown"
"342","19.04.2018","LighthouseReef","red-topleft#6","red","Ctenochaetus striatus","32",16,"large crevice","71","h4","71.h4",1,"0:11:28",11.47,"","","large.more","crown"
"343","19.04.2018","LighthouseReef","red-topleft#6","red","Zebrasoma scopas","22",10,"large crevice","71","d6","71.d6",1,"0:11:28",11.47,"","","large.more","targetcrevice"
"344","19.04.2018","LighthouseReef","red-topleft#6","red","Zebrasoma scopas","22",10,"large crevice","71","c5","71.c5",1,"0:11:28",11.47,"","","large.more","targetcrevice"
"345","19.04.2018","LighthouseReef","red-topleft#6","red","Pomacentrus bankanensis","2",5,"large crevice","71","f2","71.f2",1,"0:11:28",11.47,"","","large.more","crown"
"346","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","39",9,"large crevice","71","b2","71.b2",2,"0:11:28",11.47,"","","large.more","crown"
"347","19.04.2018","LighthouseReef","red-topleft#6","red","Acanthurus nigrofuscus","39",9,"large crevice","71","a7","71.a7",1,"0:11:28",11.47,"","","large.more","outside"
"348","19.04.2018","LighthouseReef","red-topleft#8","red","Zebrasoma scopas","23",10,"large crevice","71","a9","71.a9",1,"0:26:05",26.08,"","","large.more","outside"
"349","19.04.2018","LighthouseReef","red-topleft#8","red","Zebrasoma scopas","23",10,"large crevice","71","h6","71.h6",2,"0:26:05",26.08,"","","large.more","crown"
"350","19.04.2018","LighthouseReef","red-topleft#8","red","Zebrasoma scopas","23",10,"large crevice","71","h8","71.h8",1,"0:26:05",26.08,"","","large.more","crown"
"351","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","24",10,"large crevice","71","c8","71.c8",1,"0:26:05",26.08,"","","large.more","crown"
"352","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","25",10,"large crevice","71","c8","71.c8",1,"0:26:05",26.08,"","","large.more","crown"
"353","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","25",10,"large crevice","71","h8","71.h8",1,"0:26:05",26.08,"","","large.more","crown"
"354","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","25",10,"large crevice","71","g7","71.g7",1,"0:26:05",26.08,"","","large.more","crown"
"355","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","26",10,"large crevice","71","h8","71.h8",8,"0:26:05",26.08,"","","large.more","crown"
"356","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","26",10,"large crevice","71","h7","71.h7",4,"0:26:05",26.08,"","","large.more","opencrevice"
"357","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","26",10,"large crevice","71","i7","71.i7",1,"0:26:05",26.08,"","","large.more","outside"
"358","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","26",10,"large crevice","71","i8","71.i8",3,"0:26:05",26.08,"","","large.more","outside"
"359","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","26",10,"large crevice","71","i9","71.i9",2,"0:26:05",26.08,"","","large.more","outside"
"360","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","26",10,"large crevice","71","d8","71.d8",6,"0:26:05",26.08,"","","large.more","crown"
"361","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","27",10,"large crevice","71","h9","71.h9",4,"0:26:05",26.08,"","","large.more","outside"
"362","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","27",10,"large crevice","71","h8","71.h8",3,"0:26:05",26.08,"","","large.more","crown"
"363","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","27",10,"large crevice","71","c8","71.c8",2,"0:26:05",26.08,"","","large.more","crown"
"364","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","28",10,"large crevice","71","h8","71.h8",2,"0:26:05",26.08,"","","large.more","crown"
"365","19.04.2018","LighthouseReef","red-topleft#9","red","Zebrasoma scopas","28",10,"large crevice","71","e8","71.e8",1,"0:26:05",26.08,"","","large.more","crown"
"366","19.04.2018","LighthouseReef","red-topleft#11","red","Zebrasoma scopas","31",10,"large crevice","71","h2","71.h2",3,"0:26:05",26.08,"","","large.more","crown"
"367","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","40",16,"large crevice","71","i2","71.i2",1,"0:26:05",26.08,"","","large.more","outside"
"368","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","40",16,"large crevice","71","h2","71.h2",3,"0:26:05",26.08,"","","large.more","crown"
"369","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","40",16,"large crevice","71","g3","71.g3",1,"0:26:05",26.08,"","","large.more","crown"
"370","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","40",16,"large crevice","71","f2","71.f2",1,"0:26:05",26.08,"","","large.more","crown"
"371","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","40",16,"large crevice","71","g5","71.g5",1,"0:26:05",26.08,"","","large.more","crown"
"372","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","40",16,"large crevice","71","g7","71.g7",1,"0:26:05",26.08,"","","large.more","crown"
"373","19.04.2018","LighthouseReef","red-topleft#13","red","Acanthurus nigrofuscus","52",10,"large crevice","71","a2","71.a2",2,"0:26:05",26.08,"","","large.more","outside"
"374","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","42",16,"large crevice","71","e3","71.e3",1,"0:26:05",26.08,"","","large.more","crown"
"375","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","42",16,"large crevice","71","f4","71.f4",1,"0:26:05",26.08,"","","large.more","crown"
"376","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","42",16,"large crevice","71","f7","71.f7",2,"0:26:05",26.08,"","","large.more","crown"
"377","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","43",16,"large crevice","71","f2","71.f2",1,"0:26:05",26.08,"","","large.more","crown"
"378","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","43",16,"large crevice","71","b2","71.b2",1,"0:26:05",26.08,"","","large.more","crown"
"379","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","43",16,"large crevice","71","c2","71.c2",1,"0:26:05",26.08,"","","large.more","opencrevice"
"380","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","43",16,"large crevice","71","b7","71.b7",1,"0:26:05",26.08,"","","large.more","crown"
"381","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","44",16,"large crevice","71","h6","71.h6",1,"0:26:05",26.08,"","","large.more","crown"
"382","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","44",16,"large crevice","71","h4","71.h4",1,"0:26:05",26.08,"","","large.more","crown"
"383","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","44",16,"large crevice","71","i4","71.i4",1,"0:26:05",26.08,"","","large.more","outside"
"384","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","44",16,"large crevice","71","h3","71.h3",1,"0:26:05",26.08,"","","large.more","opencrevice"
"385","19.04.2018","LighthouseReef","red-topleft#13","red","Ctenochaetus striatus","44",16,"large crevice","71","h2","71.h2",1,"0:26:05",26.08,"","","large.more","crown"
"386","19.04.2018","LighthouseReef","red-topleft#13","red","Zebrasoma scopas","34",10,"large crevice","71","h6","71.h6",5,"0:26:05",26.08,"","","large.more","crown"
"387","19.04.2018","LighthouseReef","red-topleft#13","red","Zebrasoma scopas","34",10,"large crevice","71","h8","71.h8",2,"0:26:05",26.08,"","","large.more","crown"
"388","19.04.2018","LighthouseReef","red-topleft#13","red","Zebrasoma scopas","34",10,"large crevice","71","g8","71.g8",1,"0:26:05",26.08,"","","large.more","opencrevice"
"389","19.04.2018","LighthouseReef","red-topleft#13","red","Zebrasoma scopas","34",10,"large crevice","71","f8","71.f8",3,"0:26:05",26.08,"","","large.more","crown"
"390","19.04.2018","LighthouseReef","red-topleft#13","red","Zebrasoma scopas","35",10,"large crevice","71","h2","71.h2",5,"0:26:05",26.08,"","","large.more","crown"
"391","19.04.2018","LighthouseReef","red-topleft#13","red","Zebrasoma scopas","35",10,"large crevice","71","c4","71.c4",1,"0:26:05",26.08,"","","large.more","crown"
"392","19.04.2018","LighthouseReef","red-topleft#13","red","Zebrasoma scopas","35",10,"large crevice","71","b2","71.b2",1,"0:26:05",26.08,"","","large.more","crown"
"393","19.04.2018","LighthouseReef","control","green",NA,NA,NA,"large crevice","45",NA,"45.NA",0,NA,NA,"","",NA,NA
"394","19.04.2018","LighthouseReef","control","yellow",NA,NA,NA,"large crevice","8",NA,"8.NA",0,NA,NA,"","",NA,NA
"395","19.04.2018","LighthouseReef","black-topright#1","black","unident wrasse","1",8,"medium crevice","107","c3","107.c3",1,"0:26:05",26.08,"","","medium","crown"
"396","19.04.2018","LighthouseReef","black-topright#1","black","unident wrasse","1",8,"medium crevice","107","d2","107.d2",1,"0:26:05",26.08,"","","medium","crown"
"397","19.04.2018","LighthouseReef","black-topright#1","black","unident wrasse","1",8,"medium crevice","107","d6","107.d6",1,"0:26:05",26.08,"","","medium","crown"
"398","19.04.2018","LighthouseReef","black-topright#10","black","Naso lituratus","3",20,"medium crevice","107","d5","107.d5",1,"0:26:05",26.08,"","","medium","othercrevice"
"399","19.04.2018","LighthouseReef","black-topright#10","black","Naso lituratus","3",20,"medium crevice","107","f6","107.f6",1,"0:26:05",26.08,"","","medium","crown"
"400","19.04.2018","LighthouseReef","black-topright#10","black","Naso lituratus","3",20,"medium crevice","107","g7","107.g7",1,"0:26:05",26.08,"","","medium","crown"
"401","19.04.2018","LighthouseReef","black-topright#10","black","Naso lituratus","2",20,"medium crevice","107","h2","107.h2",1,"0:26:05",26.08,"","","medium","outside"
"402","19.04.2018","LighthouseReef","black-topright#11","black","Ctenochaetus binotatus","2",5,"medium crevice","107","i7","107.i7",1,"0:26:05",26.08,"","","medium","outside"
"403","19.04.2018","LighthouseReef","black-topright#12","black","Naso lituratus","6",20,"medium crevice","107","b8","107.b8",1,"0:22:48",22.8,"","","medium","crown"
"404","19.04.2018","LighthouseReef","black-topright#12","black","Ctenochaetus binotatus","5",5,"medium crevice","107","g2","107.g2",3,"0:22:48",22.8,"","","medium","opencrevice"
"405","19.04.2018","LighthouseReef","black-topright#12","black","Ctenochaetus binotatus","5",5,"medium crevice","107","g3","107.g3",1,"0:22:48",22.8,"","","medium","crown"
"406","19.04.2018","LighthouseReef","black-topright#12","black","Naso lituratus","5",20,"medium crevice","107","g7","107.g7",2,"0:22:48",22.8,"","","medium","crown"
"407","19.04.2018","LighthouseReef","black-topright#12","black","Ctenochaetus binotatus","5",5,"medium crevice","107","h1","107.h1",4,"0:22:48",22.8,"","","medium","outside"
"408","19.04.2018","LighthouseReef","black-topright#12","black","Ctenochaetus binotatus","5",5,"medium crevice","107","h2","107.h2",6,"0:22:48",22.8,"","","medium","outside"
"409","19.04.2018","LighthouseReef","black-topright#12","black","Naso lituratus","5",20,"medium crevice","107","h4","107.h4",1,"0:22:48",22.8,"","","medium","outside"
"410","19.04.2018","LighthouseReef","black-topright#12","black",NA,NA,NA,"medium crevice","107","i1","107.i1",0,"0:22:48",22.8,"","","medium","outside"
"411","19.04.2018","LighthouseReef","black-topright#12","black","Ctenochaetus binotatus","5",5,"medium crevice","107","i2","107.i2",4,"0:22:48",22.8,"","","medium","outside"
"412","19.04.2018","LighthouseReef","black-topright#12","black","Ctenochaetus binotatus","5",5,"medium crevice","107","i3","107.i3",1,"0:22:48",22.8,"","","medium","outside"
"413","19.04.2018","LighthouseReef","black-topright#12","black","Naso lituratus","5",20,"medium crevice","107","i4","107.i4",2,"0:22:48",22.8,"","","medium","outside"
"414","19.04.2018","LighthouseReef","black-topright#12","black","Naso lituratus","5",20,"medium crevice","107","i5","107.i5",1,"0:22:48",22.8,"","","medium","outside"
"415","19.04.2018","LighthouseReef","black-topright#3","black","Chlorurus sordidus","1",18,"medium crevice","107","b6","107.b6",1,"0:26:05",26.08,"","Chlorurus sordidus TP","medium","crown"
"416","19.04.2018","LighthouseReef","black-topright#3","black","Chlorurus sordidus","1",18,"medium crevice","107","b8","107.b8",1,"0:26:05",26.08,"","Chlorurus sordidus TP","medium","crown"
"417","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","6",13,"medium crevice","107","b2","107.b2",1,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","crown"
"418","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","6",13,"medium crevice","107","c3","107.c3",1,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","crown"
"419","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","3",13,"medium crevice","107","d2","107.d2",2,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","crown"
"420","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","6",13,"medium crevice","107","d2","107.d2",1,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","crown"
"421","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","6",13,"medium crevice","107","e2","107.e2",1,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","opencrevice"
"422","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","3",13,"medium crevice","107","e3","107.e3",1,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","crown"
"423","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","6",13,"medium crevice","107","e3","107.e3",3,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","crown"
"424","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","6",13,"medium crevice","107","f2","107.f2",3,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","crown"
"425","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","6",13,"medium crevice","107","g1","107.g1",2,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","outside"
"426","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","2",13,"medium crevice","80","g7","80.g7",3,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","large.less","crown"
"427","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","3",13,"medium crevice","107","h2","107.h2",1,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","outside"
"428","19.04.2018","LighthouseReef","black-topright#4","black","Chlorurus sordidus","5",13,"medium crevice","107","h2","107.h2",2,"0:26:05",26.08,"","parrot IP (Chlorurus sordidus)","medium","outside"
"429","19.04.2018","LighthouseReef","black-topright#9","black","Naso lituratus","1",20,"medium crevice","107","b2","107.b2",1,"0:26:05",26.08,"","","medium","crown"
"430","19.04.2018","LighthouseReef","black-topright#9","black","Naso lituratus","1",20,"medium crevice","107","d6","107.d6",4,"0:26:05",26.08,"","","medium","crown"
"431","19.04.2018","LighthouseReef","black-topright#9","black","Naso lituratus","1",20,"medium crevice","107","f8","107.f8",2,"0:26:05",26.08,"","","medium","crown"
"432","19.04.2018","LighthouseReef","black-topright#9","black","Naso lituratus","1",20,"medium crevice","107","h4","107.h4",1,"0:26:05",26.08,"","","medium","outside"
"433","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","b6","79.b6",4,"0:21:56",21.93,"","","medium","crown"
"434","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","c5","79.c5",1,"0:21:56",21.93,"","","medium","crown"
"435","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","c7","79.c7",4,"0:21:56",21.93,"","","medium","crown"
"436","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","d4","79.d4",4,"0:21:56",21.93,"","","medium","crown"
"437","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","d6","79.d6",4,"0:21:56",21.93,"","","medium","crown"
"438","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","e3","79.e3",1,"0:21:56",21.93,"","","medium","crown"
"439","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","e7","79.e7",2,"0:21:56",21.93,"","","medium","crown"
"440","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","f2","79.f2",2,"0:21:56",21.93,"","","medium","crown"
"441","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","f8","79.f8",1,"0:21:56",21.93,"","","medium","crown"
"442","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","h6","79.h6",1,"0:21:56",21.93,"","","medium","outside"
"443","19.04.2018","LighthouseReef","nocolour-topleft#11","blank","Scarus niger","1",24,"medium crevice","79","h8","79.h8",1,"0:21:56",21.93,"","","medium","outside"
"444","19.04.2018","LighthouseReef","red-topleft#1","red","Ctenochaetus striatus","3",18,"medium crevice","44","a1","44.a1",1,"0:26:05",26.08,"","","medium","outside"
"445","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","2",8,"medium crevice","44","b1","44.b1",1,"0:26:05",26.08,"","","medium","outside"
"446","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","2",8,"medium crevice","44","b2","44.b2",8,"0:26:05",26.08,"","","medium","crown"
"447","19.04.2018","LighthouseReef","red-topleft#1","red","Ctenochaetus striatus","1",18,"medium crevice","44","b3","44.b3",1,"0:26:05",26.08,"","","medium","opencrevice"
"448","19.04.2018","LighthouseReef","red-topleft#1","red","Ctenochaetus striatus","4",17,"medium crevice","44","b4","44.b4",1,"0:26:05",26.08,"","","medium","crown"
"449","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","8",9,"medium crevice","44","b6","44.b6",3,"0:26:05",26.08,"","","medium","crown"
"450","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","11",8,"medium crevice","44","b6","44.b6",1,"0:26:05",26.08,"","","medium","crown"
"451","19.04.2018","LighthouseReef","red-topleft#1","red","Ctenochaetus striatus","4",17,"medium crevice","44","b6","44.b6",1,"0:26:05",26.08,"","","medium","crown"
"452","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","1",9,"medium crevice","44","b8","44.b8",1,"0:26:05",26.08,"","","medium","crown"
"453","19.04.2018","LighthouseReef","red-topleft#1","red","Ctenochaetus striatus","4",17,"medium crevice","44","b8","44.b8",2,"0:26:05",26.08,"","","medium","crown"
"454","19.04.2018","LighthouseReef","red-topleft#1","red","Ctenochaetus striatus","4",17,"medium crevice","44","b8","44.b8",1,"0:26:05",26.08,"","","medium","crown"
"455","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","2",8,"medium crevice","44","c3","44.c3",4,"0:26:05",26.08,"","","medium","crown"
"456","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","7",9,"medium crevice","44","c3","44.c3",1,"0:26:05",26.08,"","","medium","crown"
"457","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","7",9,"medium crevice","44","c3","44.c3",4,"0:26:05",26.08,"","","medium","crown"
"458","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","1",9,"medium crevice","44","c5","44.c5",1,"0:26:05",26.08,"","","medium","crown"
"459","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","11",8,"medium crevice","44","c5","44.c5",2,"0:26:05",26.08,"","","medium","crown"
"460","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","11",8,"medium crevice","44","c7","44.c7",2,"0:26:05",26.08,"","","medium","crown"
"461","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","7",9,"medium crevice","44","d2","44.d2",1,"0:26:05",26.08,"","","medium","crown"
"462","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","10",9,"medium crevice","44","d2","44.d2",1,"0:26:05",26.08,"","","medium","crown"
"463","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","11",8,"medium crevice","44","d2","44.d2",1,"0:26:05",26.08,"","","medium","crown"
"464","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","7",9,"medium crevice","44","d3","44.d3",2,"0:26:05",26.08,"","","medium","targetcrevice"
"465","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","6",9,"medium crevice","44","d4","44.d4",2,"0:26:05",26.08,"","","medium","crown"
"466","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","7",9,"medium crevice","44","d4","44.d4",1,"0:26:05",26.08,"","","medium","crown"
"467","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","1",9,"medium crevice","44","d5","44.d5",1,"0:26:05",26.08,"","","medium","othercrevice"
"468","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","1",9,"medium crevice","44","d6","44.d6",2,"0:26:05",26.08,"","","medium","crown"
"469","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","6",9,"medium crevice","44","d8","44.d8",3,"0:26:05",26.08,"","","medium","crown"
"470","19.04.2018","LighthouseReef","red-topleft#1","red","Acanthurus nigrofuscus","1",9,"medium crevice","44","d8","44.d8",2,"0:26:05",26.08,"","","medium","crown"
