Date,Reef,Video_code,colour,Species,Individual,fishlength.cm,tile.kind,tile.number,Location,Unique.location,number.bites,length.video.h:min:sec,length.video.min,comment,parrot.phase
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,large crevice,71,b4,71.b4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,large crevice,71,d2,71.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,16,9,large crevice,71,d9,71.d9,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,16,9,large crevice,71,d8,71.d8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,16,9,large crevice,71,e8,71.e8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,16,9,large crevice,71,d4,71.d4,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,16,9,large crevice,71,e3,71.e3,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,19,9,large crevice,71,h2,71.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,large crevice,71,h2,71.h2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,large crevice,71,d2,71.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,large crevice,71,c3,71.c3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,4,17,large crevice,71,b4,71.b4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Acanthurus nigrofuscus,23,9,large crevice,71,c4,71.c4,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,12,14,large crevice,71,f8,71.f8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,13,14,large crevice,71,d6,71.d6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,13,14,large crevice,71,f6,71.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,13,14,large crevice,71,e4,71.e4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,13,14,large crevice,71,f2,71.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large crevice,71,b9,71.b9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large crevice,71,c9,71.c9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large crevice,71,d9,71.d9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large crevice,71,e9,71.e9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large crevice,71,f9,71.f9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large crevice,71,g9,71.g9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#2,red,Ctenochaetus striatus,14,13,large crevice,71,h9,71.h9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Zebrasoma scopas,9,9,large crevice,71,h7,71.h7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Zebrasoma scopas,10,9,large crevice,71,b2,71.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,large crevice,71,h6,71.h6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,15,15,large crevice,71,h4,71.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Acanthurus nigrofuscus,24,9,large crevice,71,b3,71.b3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Zebrasoma scopas,11,9,large crevice,71,f8,71.f8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,17,16,large crevice,71,h6,71.h6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,17,16,large crevice,71,h8,71.h8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,17,16,large crevice,71,g7,71.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,17,16,large crevice,71,f8,71.f8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,17,16,large crevice,71,c8,71.c8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large crevice,71,i9,71.i9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large crevice,71,h6,71.h6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large crevice,71,h4,71.h4,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large crevice,71,h2,71.h2,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large crevice,71,h8,71.h8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Ctenochaetus striatus,19,16,large crevice,71,g3,71.g3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Acanthurus nigrofuscus,26,9,large crevice,71,b7,71.b7,6,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Acanthurus nigrofuscus,26,9,large crevice,71,c4,71.c4,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#3,red,Acanthurus nigrofuscus,26,9,large crevice,71,c6,71.c6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,f2,71.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,d2,71.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,b2,71.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,21,16,large crevice,71,g7,71.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,21,16,large crevice,71,h6,71.h6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,21,16,large crevice,71,h4,71.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,22,15,large crevice,72,f2,72.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,14,10,large crevice,71,b6,71.b6,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,14,10,large crevice,71,a6,71.a6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,14,10,large crevice,71,c8,71.c8,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,14,10,large crevice,71,f2,71.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,14,10,large crevice,71,g3,71.g3,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,h5,71.h5,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,g5,71.g5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,f4,71.f4,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,g7,71.g7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,f7,71.f7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,f8,71.f8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,28,9,large crevice,71,h6,71.h6,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,28,9,large crevice,71,h8,71.h8,5,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,28,9,large crevice,71,g9,71.g9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,28,9,large crevice,71,g7,71.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,24,15,large crevice,71,f6,71.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,24,15,large crevice,71,g5,71.g5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,30,10,large crevice,71,e8,71.e8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,30,10,large crevice,71,c8,71.c8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,30,10,large crevice,71,c7,71.c7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,30,10,large crevice,71,b7,71.b7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,15,10,large crevice,71,f8,71.f8,5,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,15,10,large crevice,71,f7,71.f7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,15,10,large crevice,71,f6,71.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,15,10,large crevice,71,e8,71.e8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,15,10,large crevice,71,d8,71.d8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,15,10,large crevice,71,c7,71.c7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Zebrasoma scopas,15,10,large crevice,71,f4,71.f4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,d2,71.d2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,c2,71.c2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Ctenochaetus striatus,4,17,large crevice,71,b2,71.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,large crevice,71,h2,71.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,large crevice,71,h4,71.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#4,red,Acanthurus nigrofuscus,31,9,large crevice,71,g5,71.g5,5,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,17,10,large crevice,71,h4,71.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,17,10,large crevice,71,h6,71.h6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,27,16,large crevice,71,e1,71.e1,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,27,16,large crevice,71,d2,71.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,18,10,large crevice,71,f7,71.f7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,18,10,large crevice,71,f6,71.f6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,18,10,large crevice,71,c7,71.c7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,f9,71.f9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,g7,71.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,h6,71.h6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,f6,71.f6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,f4,71.f4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,f2,71.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,h2,71.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,h4,71.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,28,15,large crevice,71,g3,71.g3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,34,9,large crevice,71,f8,71.f8,5,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,34,9,large crevice,71,g7,71.g7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,34,9,large crevice,71,c4,71.c4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,34,9,large crevice,71,b6,71.b6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,34,9,large crevice,71,f5,71.f5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,34,9,large crevice,71,d4,71.d4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large crevice,71,h6,71.h6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large crevice,71,h5,71.h5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large crevice,71,g5,71.g5,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large crevice,71,f5,71.f5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large crevice,71,e4,71.e4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,35,8,large crevice,71,e3,71.e3,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,19,10,large crevice,71,g7,71.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,19,10,large crevice,71,b4,71.b4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,19,10,large crevice,71,c4,71.c4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,19,10,large crevice,71,c3,71.c3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,36,9,large crevice,71,h4,71.h4,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,36,9,large crevice,71,d8,71.d8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Acanthurus nigrofuscus,36,9,large crevice,71,f6,71.f6,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,30,12,large crevice,71,b2,71.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,30,12,large crevice,71,b3,71.b3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Ctenochaetus striatus,30,12,large crevice,71,d2,71.d2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#5,red,Zebrasoma scopas,20,10,large crevice,71,h6,71.h6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#6,red,Zebrasoma scopas,21,10,large crevice,71,f7,71.f7,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Zebrasoma scopas,21,10,large crevice,71,c8,71.c8,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Zebrasoma scopas,21,10,large crevice,71,b6,71.b6,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Zebrasoma scopas,21,10,large crevice,71,b7,71.b7,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,h9,71.h9,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,h8,71.h8,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,g7,71.g7,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,f7,71.f7,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,c7,71.c7,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,b6,71.b6,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,b4,71.b4,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,38,9,large crevice,71,c3,71.c3,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,d6,71.d6,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,d5,71.d5,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,d7,71.d7,3,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,c7,71.c7,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,c8,71.c8,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,b7,71.b7,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,b6,71.b6,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,31,14,large crevice,71,b2,71.b2,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,32,16,large crevice,71,h2,71.h2,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,32,16,large crevice,71,g7,71.g7,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Ctenochaetus striatus,32,16,large crevice,71,h4,71.h4,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Zebrasoma scopas,22,10,large crevice,71,d6,71.d6,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Zebrasoma scopas,22,10,large crevice,71,c5,71.c5,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Pomacentrus bankanensis,2,5,large crevice,71,f2,71.f2,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,39,9,large crevice,71,b2,71.b2,2,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#6,red,Acanthurus nigrofuscus,39,9,large crevice,71,a7,71.a7,1,0:11:28,11.47,,
19.04.2018,LighthouseReef,red-topleft#8,red,Zebrasoma scopas,23,10,large crevice,71,a9,71.a9,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#8,red,Zebrasoma scopas,23,10,large crevice,71,h6,71.h6,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#8,red,Zebrasoma scopas,23,10,large crevice,71,h8,71.h8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,24,10,large crevice,71,c8,71.c8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,25,10,large crevice,71,c8,71.c8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,25,10,large crevice,71,h8,71.h8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,25,10,large crevice,71,g7,71.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large crevice,71,h8,71.h8,8,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large crevice,71,h7,71.h7,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large crevice,71,i7,71.i7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large crevice,71,i8,71.i8,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large crevice,71,i9,71.i9,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,26,10,large crevice,71,d8,71.d8,6,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,27,10,large crevice,71,h9,71.h9,4,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,27,10,large crevice,71,h8,71.h8,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,27,10,large crevice,71,c8,71.c8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,28,10,large crevice,71,h8,71.h8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#9,red,Zebrasoma scopas,28,10,large crevice,71,e8,71.e8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#11,red,Zebrasoma scopas,31,10,large crevice,71,h2,71.h2,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,40,16,large crevice,71,i2,71.i2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,40,16,large crevice,71,h2,71.h2,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,40,16,large crevice,71,g3,71.g3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,40,16,large crevice,71,f2,71.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,40,16,large crevice,71,g5,71.g5,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,40,16,large crevice,71,g7,71.g7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Acanthurus nigrofuscus,52,10,large crevice,71,a2,71.a2,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,42,16,large crevice,71,e3,71.e3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,42,16,large crevice,71,f4,71.f4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,42,16,large crevice,71,f7,71.f7,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,43,16,large crevice,71,f2,71.f2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,43,16,large crevice,71,b2,71.b2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,43,16,large crevice,71,c2,71.c2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,43,16,large crevice,71,b7,71.b7,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large crevice,71,h6,71.h6,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large crevice,71,h4,71.h4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large crevice,71,i4,71.i4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large crevice,71,h3,71.h3,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Ctenochaetus striatus,44,16,large crevice,71,h2,71.h2,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,34,10,large crevice,71,h6,71.h6,5,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,34,10,large crevice,71,h8,71.h8,2,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,34,10,large crevice,71,g8,71.g8,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,34,10,large crevice,71,f8,71.f8,3,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,35,10,large crevice,71,h2,71.h2,5,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,35,10,large crevice,71,c4,71.c4,1,0:26:05,26.08,,
19.04.2018,LighthouseReef,red-topleft#13,red,Zebrasoma scopas,35,10,large crevice,71,b2,71.b2,1,0:26:05,26.08,,
