Location,Treatment,Genus,Species,Genus.species,Individual,Species.Code,Indiviual.code,Body.length,Tile,Bites.taken.on.crown,Bites.on.outside.tile,Bites.taken.in.target.crevice,Bites.taken.open,Bites.on.other.crevice,Video_code,ColourCode,tile.number,video.length(min.sec),video.length.min,comment,Area.crown.cm2,Area.target.cm2,Area.other.cm2,Area.open.cm2,Area.outside.cm2
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,medium crevices,0,2,0,0,0,1yellow#5,1 yellow,22.2,9.48,9.8,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,medium crevices,1,0,0,1,0,1yellow#6,1 yellow,22.2,9.48,9.8,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,76,jewel,jewel76,5,medium crevices,1,0,0,0,0,1yellow#6,1 yellow,22.2,9.48,9.8,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,79,jewel,jewel79,5,medium crevices,1,0,0,0,0,1yellow#6,1 yellow,22.2,9.48,9.8,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,2,jewel,jewel2,5,medium crevices,0,1,0,0,0,1yellow#1,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,5,jewel,jewel5,5,medium crevices,1,2,0,0,0,1yellow#1,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,10,jewel,jewel10,5,medium crevices,1,4,0,0,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,11,jewel,jewel11,5,medium crevices,4,0,0,0,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,13,jewel,jewel13,5,medium crevices,1,1,0,0,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,15,jewel,jewel15,5,medium crevices,2,2,0,0,1,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,17,jewel,jewel17,5,medium crevices,5,1,0,0,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,20,jewel,jewel20,5,medium crevices,0,3,0,3,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,23,jewel,jewel23,5,medium crevices,0,2,0,0,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,24,jewel,jewel24,5,medium crevices,0,1,0,0,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,25,jewel,jewel25,5,medium crevices,2,0,0,1,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,27,jewel,jewel27,5,medium crevices,0,1,0,0,0,1yellow#2,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,29,jewel,jewel29,5,medium crevices,2,4,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,30,jewel,jewel30,5,medium crevices,0,2,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,31,jewel,jewel31,5,medium crevices,0,1,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,32,jewel,jewel32,5,medium crevices,2,1,0,0,1,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,33,jewel,jewel33,5,medium crevices,2,1,0,1,1,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,37,jewel,jewel37,5,medium crevices,1,0,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,38,jewel,jewel38,5,medium crevices,4,1,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,39,jewel,jewel39,5,medium crevices,0,1,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,40,jewel,jewel40,5,medium crevices,0,2,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,42,jewel,jewel42,5,medium crevices,1,0,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,46,jewel,jewel46,5,medium crevices,0,2,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,47,jewel,jewel47,5,medium crevices,0,3,0,0,1,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,47,jewel,jewel47,5,medium crevices,3,1,0,0,1,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,48,jewel,jewel48,5,medium crevices,2,0,0,2,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,49,jewel,jewel49,5,medium crevices,2,0,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,49,jewel,jewel49,5,medium crevices,2,1,0,0,0,1yellow#3,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,51,jewel,jewel51,5,medium crevices,0,2,0,0,1,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,52,jewel,jewel52,5,medium crevices,0,1,0,0,0,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,55,jewel,jewel55,5,medium crevices,1,0,0,2,1,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,56,jewel,jewel56,5,medium crevices,1,2,0,1,0,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,57,jewel,jewel57,5,medium crevices,0,0,0,1,0,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,58,jewel,jewel58,5,medium crevices,1,0,0,0,1,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,60,jewel,jewel60,5,medium crevices,0,1,0,0,0,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,61,jewel,jewel61,5,medium crevices,2,0,0,0,0,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,63,jewel,jewel63,5,medium crevices,0,1,0,0,0,1yellow#4,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,64,jewel,jewel64,5,medium crevices,0,1,0,0,1,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,65,jewel,jewel65,5,medium crevices,0,1,0,0,0,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,67,jewel,jewel67,5,medium crevices,1,1,0,0,0,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,69,jewel,jewel69,5,medium crevices,1,2,0,0,0,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,70,jewel,jewel70,5,medium crevices,1,0,0,0,0,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,71,jewel,jewel71,5,medium crevices,1,1,0,0,1,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,72,jewel,jewel72,5,medium crevices,2,0,0,2,1,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,74,jewel,jewel74,5,medium crevices,0,2,0,0,0,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,medium crevices,1,0,0,0,0,1yellow#5,1 yellow,22.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,small crevices,2,0,0,0,0,1yellow#6,1 yellow,103.2,9.48,9.8,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,76,jewel,jewel76,5,small crevices,0,2,0,0,2,1yellow#6,1 yellow,103.2,9.48,9.8,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,77,jewel,jewel77,5,small crevices,0,2,0,0,0,1yellow#6,1 yellow,103.2,9.48,9.8,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,78,jewel,jewel78,5,small crevices,1,2,0,0,1,1yellow#6,1 yellow,103.2,9.48,9.8,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,80,jewel,jewel80,5,small crevices,0,3,0,0,0,1yellow#6,1 yellow,103.2,9.48,9.8,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,81,jewel,jewel81,5,small crevices,2,1,0,0,1,1yellow#6,1 yellow,103.2,9.48,9.8,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,1,jewel,jewel1,5,small crevices,9,6,0,0,0,1yellow#1,1 yellow,103.2,26.05,26.083,very well possible this is all the same jewel damsel individual,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,3,jewel,jewel3,5,small crevices,0,1,0,0,0,1yellow#1,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,7,jewel,jewel7,5,small crevices,1,0,0,0,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,8,jewel,jewel8,5,small crevices,2,2,0,0,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,15,jewel,jewel15,5,small crevices,2,2,0,0,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,16,jewel,jewel16,5,small crevices,1,0,0,1,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,20,jewel,jewel20,5,small crevices,5,2,0,0,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,21,jewel,jewel21,5,small crevices,0,1,0,0,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,22,jewel,jewel22,5,small crevices,2,1,0,0,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,24,jewel,jewel24,5,small crevices,0,3,0,0,0,1yellow#2,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,31,jewel,jewel31,5,small crevices,3,1,0,0,1,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,33,jewel,jewel33,5,small crevices,0,3,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,35,jewel,jewel35,5,small crevices,0,1,0,1,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,36,jewel,jewel36,5,small crevices,3,7,0,1,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,36,jewel,jewel36,5,small crevices,2,1,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,37,jewel,jewel37,5,small crevices,2,1,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,41,jewel,jewel41,5,small crevices,1,2,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,43,jewel,jewel43,5,small crevices,0,6,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,44,jewel,jewel44,5,small crevices,0,1,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,45,jewel,jewel45,5,small crevices,0,6,0,1,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,46,jewel,jewel46,5,small crevices,0,1,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,47,jewel,jewel47,5,small crevices,0,3,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,48,jewel,jewel48,5,small crevices,1,1,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,49,jewel,jewel49,5,small crevices,3,2,0,0,0,1yellow#3,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,49,jewel,jewel49,5,small crevices,0,0,0,1,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,51,jewel,jewel51,5,small crevices,2,3,0,0,1,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,52,jewel,jewel52,5,small crevices,1,2,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,53,jewel,jewel53,5,small crevices,1,2,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,54,jewel,jewel54,5,small crevices,1,1,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,56,jewel,jewel56,5,small crevices,3,5,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,59,jewel,jewel59,5,small crevices,0,2,0,2,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,60,jewel,jewel60,5,small crevices,1,2,0,2,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,61,jewel,jewel61,5,small crevices,0,4,0,1,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,61,jewel,jewel61,5,small crevices,0,1,0,1,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,62,jewel,jewel62,5,small crevices,1,3,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,62,jewel,jewel62,5,small crevices,2,2,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,63,jewel,jewel63,5,small crevices,0,2,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,63,jewel,jewel63,5,small crevices,2,0,0,0,0,1yellow#4,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,64,jewel,jewel64,5,small crevices,0,1,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,64,jewel,jewel64,5,small crevices,1,1,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,65,jewel,jewel65,5,small crevices,2,0,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,66,jewel,jewel66,5,small crevices,0,1,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,66,jewel,jewel66,5,small crevices,0,4,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,67,jewel,jewel67,5,small crevices,3,8,0,1,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,67,jewel,jewel67,5,small crevices,0,1,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,68,jewel,jewel68,5,small crevices,2,3,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,58,jewel,jewel58,5,small crevices,0,1,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,69,jewel,jewel69,5,small crevices,1,2,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,69,jewel,jewel69,5,small crevices,3,1,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,70,jewel,jewel70,5,small crevices,1,0,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,73,jewel,jewel73,5,small crevices,0,1,0,0,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,74,jewel,jewel74,5,small crevices,3,0,0,1,0,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,small crevices,4,2,0,2,1,1yellow#5,1 yellow,103.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
