Location,Treatment,Genus,Species,Genus.species,Individual,Species.Code,Indiviual.code,Body.length,Tile,Bites.taken.on.crown,Bites.on.outside.tile,Bites.taken.in.target.crevice,Bites.taken.open,Bites.on.other.crevice,Video_code,ColourCode,tile.number,video.length(min.sec),video.length.min,comment,Area.crown.cm2,Area.target.cm2,Area.other.cm2,Area.open.cm2,Area.outside.cm2
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,25,Ctbino,Ctbino25,5,medium crevices,1,4,0,0,0,1red3white#3,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,26,Ctbino,Ctbino26,4,medium crevices,2,1,0,2,0,1red3white#3,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,28,Ctbino,Ctbino28,6,medium crevices,0,10,0,0,0,1red3white#3,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,29,Ctbino,Ctbino29,4,medium crevices,0,3,1,2,0,1red3white#3,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,30,Ctbino,Ctbino30,5,medium crevices,0,0,0,0,2,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,34,Ctbino,Ctbino34,4,medium crevices,0,2,0,1,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,37,Ctbino,Ctbino37,4,small crevices,1,0,0,0,0,1red3white#6,1 red + 3 white,87.2,12.46,12.76,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,1,Ctbino,Ctbino1,5,small crevices,0,0,0,2,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,2,Ctbino,Ctbino2,5,small crevices,0,3,0,0,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,3,Ctbino,Ctbino3,5,small crevices,0,6,0,0,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,7,Ctbino,Ctbino7,4,small crevices,7,3,0,0,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,8,Ctbino,Ctbino8,6,small crevices,3,12,0,6,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,8,Ctbino,Ctbino8,6,small crevices,0,5,0,0,0,1red3white#1,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,18,Ctbino,Ctbino18,4,small crevices,0,1,0,0,0,1red3white#2,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,19,Ctbino,Ctbino19,6,small crevices,1,6,0,0,0,1red3white#2,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,24,Ctbino,Ctbino24,6,small crevices,0,1,0,0,0,1red3white#2,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,26,Ctbino,Ctbino26,4,small crevices,0,0,0,1,0,1red3white#3,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,27,Ctbino,Ctbino27,5,small crevices,1,0,0,0,0,1red3white#3,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,29,Ctbino,Ctbino29,4,small crevices,0,3,0,0,0,1red3white#3,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,32,Ctbino,Ctbino32,5,small crevices,0,2,0,0,0,1red3white#5,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,binotatus,Ctenochaetus binotatus,33,Ctbino,Ctbino33,5,small crevices,0,1,0,0,0,1red3white#5,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,21,Ctstr,Ctstr21,16,large crevices,1,2,0,0,0,1black#5,1 black,84.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,23,Ctstr,Ctstr23,16,large crevices,2,0,0,0,0,1black#5,1 black,84.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,24,Ctstr,Ctstr24,16,medium crevices,0,2,0,0,0,1black#6,1 black,97.2,16.48,16.18,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,22,Ctstr,Ctstr22,16,medium crevices,2,0,1,1,0,1black#5,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,23,Ctstr,Ctstr23,16,medium crevices,5,0,0,0,0,1black#5,1 black,97.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,23,Ctstr,Ctstr23,16,small crevices,1,1,0,0,0,1black#5,1 black,7.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,25,Ctstr,Ctstr25,16,large crevices,1,2,0,0,0,1green#3,1 green,27,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,27,Ctstr,Ctstr27,14,large crevices,1,2,0,0,0,1green#4,1 green,27,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,30,Ctstr,Ctstr30,16,large crevices,3,5,0,0,0,1green#5,1 green,27,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,31,Ctstr,Ctstr31,13,large crevices,0,2,0,0,0,1green#5,1 green,27,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,26,Ctstr,Ctstr26,17,medium crevices,0,2,0,0,0,1green#4,1 green,26,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,27,Ctstr,Ctstr27,14,medium crevices,2,0,0,0,0,1green#4,1 green,26,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,28,Ctstr,Ctstr28,16,medium crevices,1,0,0,2,0,1green#4,1 green,26,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,29,Ctstr,Ctstr29,15,medium crevices,2,0,0,0,0,1green#4,1 green,26,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,26,Ctstr,Ctstr26,17,small crevices,12,8,0,0,0,1green#4,1 green,25,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,29,Ctstr,Ctstr29,15,small crevices,0,5,0,0,0,1green#4,1 green,25,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,32,Ctstr,Ctstr32,13,small crevices,0,2,0,0,0,1green#5,1 green,25,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,20,Ctstr,Ctstr20,14,small crevices,1,3,0,0,0,1green3white#2,1 green + 3 white,28,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,19,Ctstr,Ctstr19,16,large crevices,10,7,0,1,0,1red3white#5,1 red + 3 white,99.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,19,Ctstr,Ctstr19,16,medium crevices,0,1,0,0,0,1red3white#5,1 red + 3 white,9.2,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,18,Ctstr,Ctstr18,17,small crevices,2,0,0,0,0,1red3white#3,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,19,Ctstr,Ctstr19,16,small crevices,4,2,0,1,0,1red3white#5,1 red + 3 white,87.2,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Ctenochaetus,striatus,Ctenochaetus striatus,33,Ctstr,Ctstr33,15,large crevices,0,1,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,16,Ctstr,Ctstr16,13,large crevices,3,12,5,0,1,1yellow3white#6,1yellow+3white,22,16.11,16.18,lots of small blennies in crevices for whole set of videos,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,1,Ctstr,Ctstr1,18,large crevices,3,0,0,0,0,1yellow3white#1,1yellow+3white,22,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,5,Ctstr,Ctstr5,18,large crevices,1,0,0,0,1,1yellow3white#3,1yellow+3white,22,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,6,Ctstr,Ctstr6,19,large crevices,4,0,1,0,1,1yellow3white#3,1yellow+3white,22,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,12,Ctstr,Ctstr12,16,large crevices,1,0,0,0,2,1yellow3white#5,1yellow+3white,22,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,15,Ctstr,Ctstr15,12,large crevices,6,2,2,0,0,1yellow3white#5,1yellow+3white,22,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,17,Ctstr,Ctstr17,13,medium crevices,0,2,0,0,1,1yellow3white#6,1yellow+3white,23,16.11,16.18,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,17,Ctstr,Ctstr17,13,medium crevices,0,2,0,0,1,1yellow3white#6,1yellow+3white,23,16.11,16.18,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,2,Ctstr,Ctstr2,18,medium crevices,1,1,0,0,0,1yellow3white#1,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,3,Ctstr,Ctstr3,17,medium crevices,11,0,1,0,1,1yellow3white#2,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,4,Ctstr,Ctstr4,17,medium crevices,9,0,0,0,0,1yellow3white#2,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,7,Ctstr,Ctstr7,19,medium crevices,9,1,2,0,2,1yellow3white#3,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,8,Ctstr,Ctstr8,19,medium crevices,4,5,0,0,0,1yellow3white#3,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,9,Ctstr,Ctstr9,17,medium crevices,2,0,0,0,2,1yellow3white#4,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,10,Ctstr,Ctstr10,16,medium crevices,16,3,0,0,0,1yellow3white#4,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,11,Ctstr,Ctstr11,16,medium crevices,3,0,0,0,1,1yellow3white#5,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,13,Ctstr,Ctstr13,16,medium crevices,4,3,0,0,1,1yellow3white#5,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,14,Ctstr,Ctstr14,17,medium crevices,7,1,0,0,1,1yellow3white#5,1yellow+3white,23,26.05,26.083,,34.56,18,10.74736,27,76.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,6,Ctstr,Ctstr6,19,small crevices,5,0,0,0,0,1yellow3white#3,1yellow+3white,24,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,recruitment,Ctenochaetus,striatus,Ctenochaetus striatus,7,Ctstr,Ctstr7,19,small crevices,9,2,0,0,0,1yellow3white#3,1yellow+3white,24,26.05,26.083,,34.56,9.6,10.74736,14.4,97.89264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,large crevices,3,0,0,0,0,1yellow#6,1 yellow,19.2,9.48,9.8,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,1,jewel,jewel1,5,large crevices,1,3,0,0,0,1yellow#1,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,4,jewel,jewel4,5,large crevices,2,1,0,0,0,1yellow#1,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,6,jewel,jewel6,5,large crevices,0,0,2,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,7,jewel,jewel7,5,large crevices,0,2,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,9,jewel,jewel9,5,large crevices,1,0,2,2,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,10,jewel,jewel10,5,large crevices,0,1,0,1,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,11,jewel,jewel11,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,12,jewel,jewel12,5,large crevices,0,1,2,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,14,jewel,jewel14,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,14,jewel,jewel14,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,15,jewel,jewel15,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,16,jewel,jewel16,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,18,jewel,jewel18,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,19,jewel,jewel19,5,large crevices,6,5,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,21,jewel,jewel21,5,large crevices,6,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,22,jewel,jewel22,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,25,jewel,jewel25,5,large crevices,0,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,26,jewel,jewel26,5,large crevices,2,0,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,28,jewel,jewel28,5,large crevices,3,1,0,0,0,1yellow#2,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,29,jewel,jewel29,5,large crevices,0,2,0,0,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,33,jewel,jewel33,5,large crevices,3,4,0,1,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,33,jewel,jewel33,5,large crevices,2,0,1,0,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,34,jewel,jewel34,5,large crevices,0,0,0,1,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,36,jewel,jewel36,5,large crevices,4,0,0,0,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,36,jewel,jewel36,5,large crevices,1,0,0,0,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,37,jewel,jewel37,5,large crevices,2,0,0,0,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,45,jewel,jewel45,5,large crevices,2,1,0,1,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,46,jewel,jewel46,5,large crevices,0,1,0,1,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,47,jewel,jewel47,5,large crevices,2,0,0,0,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,49,jewel,jewel49,5,large crevices,1,2,0,0,0,1yellow#3,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,49,jewel,jewel49,5,large crevices,1,0,0,0,0,1yellow#4,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,50,jewel,jewel50,5,large crevices,1,0,0,0,0,1yellow#4,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,55,jewel,jewel55,5,large crevices,0,2,0,2,0,1yellow#4,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,55,jewel,jewel55,5,large crevices,1,1,0,0,0,1yellow#4,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,60,jewel,jewel60,5,large crevices,2,0,0,0,0,1yellow#4,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,62,jewel,jewel62,5,large crevices,1,1,0,0,0,1yellow#4,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,64,jewel,jewel64,5,large crevices,1,0,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,65,jewel,jewel65,5,large crevices,0,1,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,66,jewel,jewel66,5,large crevices,0,2,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,66,jewel,jewel66,5,large crevices,1,2,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,67,jewel,jewel67,5,large crevices,2,0,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,68,jewel,jewel68,5,large crevices,1,1,0,1,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,69,jewel,jewel69,5,large crevices,1,3,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,70,jewel,jewel70,5,large crevices,1,0,0,1,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,71,jewel,jewel71,5,large crevices,0,1,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,73,jewel,jewel73,5,large crevices,0,3,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,74,jewel,jewel74,5,large crevices,1,1,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,large crevices,1,0,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
Lighthouse Reef,Lob growth,Plectroglyphidodon,lacrymatus,Plectroglyphidodon lacrymatus,75,jewel,jewel75,5,large crevices,2,0,0,0,0,1yellow#5,1 yellow,19.2,26.05,26.083,,40.32,15.49736,9,18,89.18264
