Date,Treatment,Cage,Colour,Crevice.tile,Crevice.number,Crevice.ID,Crevice.Code,length.mm,width.mm,comment,Tile.Number
17/04/2018,partial cage,PCye,yellow,medium,8,PCyem8,yellow8,9,7,,92
23/03/2018,full cage,FCbl,black,small,1,FCbls1,black1,10,6,,53
31/03/2018,full cage,FCbl,black,small,1,FCbls1,black1,10,5,,53
9/04/2018,full cage,FCbl,black,small,1,FCbls1,black1,7,5,,53
17/04/2018,full cage,FCbl,black,small,1,FCbls1,black1,9,6,,53
23/03/2018,full cage,FCbl,black,small,2,FCbls2,black2,8,7,,53
31/03/2018,full cage,FCbl,black,small,2,FCbls2,black2,7,6,,53
9/04/2018,full cage,FCbl,black,small,2,FCbls2,black2,8,6,,53
17/04/2018,full cage,FCbl,black,small,2,FCbls2,black2,8,5,,53
23/03/2018,full cage,FCbl,black,small,3,FCbls3,black3,8,6,,53
31/03/2018,full cage,FCbl,black,small,3,FCbls3,black3,6,6,,53
9/04/2018,full cage,FCbl,black,small,3,FCbls3,black3,8,6,,53
17/04/2018,full cage,FCbl,black,small,3,FCbls3,black3,8,6,2 PIECES,53
23/03/2018,full cage,FCbl,black,small,4,FCbls4,black4,6,5,,53
31/03/2018,full cage,FCbl,black,small,4,FCbls4,black4,5,5,,53
9/04/2018,full cage,FCbl,black,small,4,FCbls4,black4,6,5,,53
17/04/2018,full cage,FCbl,black,small,4,FCbls4,black4,5,6,,53
23/03/2018,full cage,FCbl,black,small,5,FCbls5,black5,8,7,,53
31/03/2018,full cage,FCbl,black,small,5,FCbls5,black5,7,4,,53
9/04/2018,full cage,FCbl,black,small,5,FCbls5,black5,6,5,dying?,53
17/04/2018,full cage,FCbl,black,small,5,FCbls5,black5,8,6,,53
23/03/2018,full cage,FCbl,black,small,6,FCbls6,black6,6,6,,53
31/03/2018,full cage,FCbl,black,small,6,FCbls6,black6,6,5,,53
9/04/2018,full cage,FCbl,black,small,6,FCbls6,black6,6,4,,53
17/04/2018,full cage,FCbl,black,small,6,FCbls6,black6,6,4,,53
23/03/2018,full cage,FCbl,black,small,7,FCbls7,black7,9,5,,53
31/03/2018,full cage,FCbl,black,small,7,FCbls7,black7,NA,NA,,53
9/04/2018,full cage,FCbl,black,small,7,FCbls7,black7,NA,NA,,53
17/04/2018,full cage,FCbl,black,small,7,FCbls7,black7,NA,NA,,53
23/03/2018,full cage,FCbl,black,small,8,FCbls8,black8,6,5,,53
31/03/2018,full cage,FCbl,black,small,8,FCbls8,black8,5,5,,53
9/04/2018,full cage,FCbl,black,small,8,FCbls8,black8,4,4,,53
17/04/2018,full cage,FCbl,black,small,8,FCbls8,black8,6,5,,53
23/03/2018,full cage,FCgr,green,small,1,FCgrs1,green1,11,6,,66
31/03/2018,full cage,FCgr,green,small,1,FCgrs1,green1,11,6,,66
9/04/2018,full cage,FCgr,green,small,1,FCgrs1,green1,11,5,,66
17/04/2018,full cage,FCgr,green,small,1,FCgrs1,green1,11,6,,66
23/03/2018,full cage,FCgr,green,small,2,FCgrs2,green2,7,6,,66
31/03/2018,full cage,FCgr,green,small,2,FCgrs2,green2,6,6,,66
9/04/2018,full cage,FCgr,green,small,2,FCgrs2,green2,7,6,,66
17/04/2018,full cage,FCgr,green,small,2,FCgrs2,green2,8,5,,66
23/03/2018,full cage,FCgr,green,small,3,FCgrs3,green3,9,7,,66
31/03/2018,full cage,FCgr,green,small,3,FCgrs3,green3,8,6,,66
9/04/2018,full cage,FCgr,green,small,3,FCgrs3,green3,9,6,,66
17/04/2018,full cage,FCgr,green,small,3,FCgrs3,green3,7,6,,66
23/03/2018,full cage,FCgr,green,small,4,FCgrs4,green4,10,5,,66
31/03/2018,full cage,FCgr,green,small,4,FCgrs4,green4,7,7,,66
9/04/2018,full cage,FCgr,green,small,4,FCgrs4,green4,8,6,,66
17/04/2018,full cage,FCgr,green,small,4,FCgrs4,green4,9,8,,66
23/03/2018,full cage,FCgr,green,small,5,FCgrs5,green5,11,6,,66
31/03/2018,full cage,FCgr,green,small,5,FCgrs5,green5,10,4,,66
9/04/2018,full cage,FCgr,green,small,5,FCgrs5,green5,10,5,,66
17/04/2018,full cage,FCgr,green,small,5,FCgrs5,green5,8,5,2 PIECES,66
23/03/2018,full cage,FCgr,green,small,6,FCgrs6,green6,11,6,,66
31/03/2018,full cage,FCgr,green,small,6,FCgrs6,green6,8,5,,66
9/04/2018,full cage,FCgr,green,small,6,FCgrs6,green6,9,6,,66
17/04/2018,full cage,FCgr,green,small,6,FCgrs6,green6,8,6,,66
23/03/2018,full cage,FCgr,green,small,7,FCgrs7,green7,8,6,,66
31/03/2018,full cage,FCgr,green,small,7,FCgrs7,green7,NA,NA,,66
9/04/2018,full cage,FCgr,green,small,7,FCgrs7,green7,NA,NA,,66
17/04/2018,full cage,FCgr,green,small,7,FCgrs7,green7,NA,NA,,66
23/03/2018,full cage,FCgr,green,small,8,FCgrs8,green8,11,6,,66
31/03/2018,full cage,FCgr,green,small,8,FCgrs8,green8,11,4,,66
9/04/2018,full cage,FCgr,green,small,8,FCgrs8,green8,11,4,,66
17/04/2018,full cage,FCgr,green,small,8,FCgrs8,green8,9,6,2 PIECES,66
23/03/2018,full cage,FCre,red,small,1,FCres1,red1,11,6,,67
31/03/2018,full cage,FCre,red,small,1,FCres1,red1,10,6,,67
9/04/2018,full cage,FCre,red,small,1,FCres1,red1,10,6,,67
17/04/2018,full cage,FCre,red,small,1,FCres1,red1,9,5,,67
23/03/2018,full cage,FCre,red,small,2,FCres2,red2,12,5,,67
31/03/2018,full cage,FCre,red,small,2,FCres2,red2,11,4,,67
9/04/2018,full cage,FCre,red,small,2,FCres2,red2,11,5,,67
17/04/2018,full cage,FCre,red,small,2,FCres2,red2,12,4,2 PIECES,67
23/03/2018,full cage,FCre,red,small,3,FCres3,red3,10,6,,67
31/03/2018,full cage,FCre,red,small,3,FCres3,red3,7,6,,67
9/04/2018,full cage,FCre,red,small,3,FCres3,red3,7,4,,67
17/04/2018,full cage,FCre,red,small,3,FCres3,red3,11,6,,67
23/03/2018,full cage,FCre,red,small,4,FCres4,red4,8,5,,67
31/03/2018,full cage,FCre,red,small,4,FCres4,red4,9,5,,67
9/04/2018,full cage,FCre,red,small,4,FCres4,red4,9,6,,67
17/04/2018,full cage,FCre,red,small,4,FCres4,red4,9,6,,67
23/03/2018,full cage,FCre,red,small,5,FCres5,red5,8,7,,67
31/03/2018,full cage,FCre,red,small,5,FCres5,red5,7,6,,67
9/04/2018,full cage,FCre,red,small,5,FCres5,red5,5,5,,67
17/04/2018,full cage,FCre,red,small,5,FCres5,red5,9,6,,67
23/03/2018,full cage,FCre,red,small,6,FCres6,red6,8,6,,67
31/03/2018,full cage,FCre,red,small,6,FCres6,red6,8,5,,67
9/04/2018,full cage,FCre,red,small,6,FCres6,red6,NA,NA,,67
17/04/2018,full cage,FCre,red,small,6,FCres6,red6,NA,NA,,67
23/03/2018,full cage,FCre,red,small,7,FCres7,red7,7,6,,67
31/03/2018,full cage,FCre,red,small,7,FCres7,red7,NA,NA,,67
9/04/2018,full cage,FCre,red,small,7,FCres7,red7,NA,NA,,67
17/04/2018,full cage,FCre,red,small,7,FCres7,red7,NA,NA,,67
23/03/2018,full cage,FCre,red,small,8,FCres8,red8,8,6,,67
31/03/2018,full cage,FCre,red,small,8,FCres8,red8,6,5,,67
9/04/2018,full cage,FCre,red,small,8,FCres8,red8,6,4,,67
17/04/2018,full cage,FCre,red,small,8,FCres8,red8,6,4,,67
23/03/2018,full cage,FCye,yellow,small,1,FCyes1,yellow1,9,6,,5
31/03/2018,full cage,FCye,yellow,small,1,FCyes1,yellow1,4,3,broken?,5
9/04/2018,full cage,FCye,yellow,small,1,FCyes1,yellow1,6,2,,5
17/04/2018,full cage,FCye,yellow,small,1,FCyes1,yellow1,4,2,NO CROSS,5
23/03/2018,full cage,FCye,yellow,small,2,FCyes2,yellow2,11,5,,5
31/03/2018,full cage,FCye,yellow,small,2,FCyes2,yellow2,10,5,,5
9/04/2018,full cage,FCye,yellow,small,2,FCyes2,yellow2,10,4,,5
17/04/2018,full cage,FCye,yellow,small,2,FCyes2,yellow2,10,4,,5
23/03/2018,full cage,FCye,yellow,small,3,FCyes3,yellow3,8,7,,5
31/03/2018,full cage,FCye,yellow,small,3,FCyes3,yellow3,8,7,,5
9/04/2018,full cage,FCye,yellow,small,3,FCyes3,yellow3,8,7,,5
17/04/2018,full cage,FCye,yellow,small,3,FCyes3,yellow3,8,8,,5
23/03/2018,full cage,FCye,yellow,small,4,FCyes4,yellow4,8,6,,5
31/03/2018,full cage,FCye,yellow,small,4,FCyes4,yellow4,8,6,,5
9/04/2018,full cage,FCye,yellow,small,4,FCyes4,yellow4,9,6,,5
17/04/2018,full cage,FCye,yellow,small,4,FCyes4,yellow4,8,6,,5
23/03/2018,full cage,FCye,yellow,small,5,FCyes5,yellow5,8,6,,5
31/03/2018,full cage,FCye,yellow,small,5,FCyes5,yellow5,9,6,,5
9/04/2018,full cage,FCye,yellow,small,5,FCyes5,yellow5,6,4,,5
17/04/2018,full cage,FCye,yellow,small,5,FCyes5,yellow5,4,4,,5
23/03/2018,full cage,FCye,yellow,small,6,FCyes6,yellow6,7,5,,5
31/03/2018,full cage,FCye,yellow,small,6,FCyes6,yellow6,8,8,,5
9/04/2018,full cage,FCye,yellow,small,6,FCyes6,yellow6,7,4,,5
17/04/2018,full cage,FCye,yellow,small,6,FCyes6,yellow6,NA,NA,,5
23/03/2018,full cage,FCye,yellow,small,7,FCyes7,yellow7,6,6,,5
31/03/2018,full cage,FCye,yellow,small,7,FCyes7,yellow7,7,6,,5
9/04/2018,full cage,FCye,yellow,small,7,FCyes7,yellow7,6,3,,5
17/04/2018,full cage,FCye,yellow,small,7,FCyes7,yellow7,6,6,,5
23/03/2018,full cage,FCye,yellow,small,8,FCyes8,yellow8,6,5,,5
31/03/2018,full cage,FCye,yellow,small,8,FCyes8,yellow8,7,5,,5
9/04/2018,full cage,FCye,yellow,small,8,FCyes8,yellow8,7,6,,5
17/04/2018,full cage,FCye,yellow,small,8,FCyes8,yellow8,6,5,,5
23/03/2018,open,Obl,black,small,1,Obls1,black1,7,5,,7.2
31/03/2018,open,Obl,black,small,1,Obls1,black1,7,4,,7.2
9/04/2018,open,Obl,black,small,1,Obls1,black1,7,4,,7.2
17/04/2018,open,Obl,black,small,1,Obls1,black1,7,5,,7.2
23/03/2018,open,Obl,black,small,2,Obls2,black2,7,6,,7.2
31/03/2018,open,Obl,black,small,2,Obls2,black2,5,4,broken?,7.2
9/04/2018,open,Obl,black,small,2,Obls2,black2,NA,NA,,7.2
17/04/2018,open,Obl,black,small,2,Obls2,black2,NA,NA,,7.2
23/03/2018,open,Obl,black,small,3,Obls3,black3,9,7,,7.2
31/03/2018,open,Obl,black,small,3,Obls3,black3,7,5,,7.2
9/04/2018,open,Obl,black,small,3,Obls3,black3,8,6,,7.2
17/04/2018,open,Obl,black,small,3,Obls3,black3,9,7,,7.2
23/03/2018,open,Obl,black,small,4,Obls4,black4,8,5,,7.2
31/03/2018,open,Obl,black,small,4,Obls4,black4,7,5,,7.2
9/04/2018,open,Obl,black,small,4,Obls4,black4,NA,NA,,7.2
17/04/2018,open,Obl,black,small,4,Obls4,black4,NA,NA,,7.2
23/03/2018,open,Obl,black,small,5,Obls5,black5,10,5,,7.2
31/03/2018,open,Obl,black,small,5,Obls5,black5,10,4,,7.2
9/04/2018,open,Obl,black,small,5,Obls5,black5,9,5,,7.2
17/04/2018,open,Obl,black,small,5,Obls5,black5,10,5,,7.2
23/03/2018,open,Obl,black,small,6,Obls6,black6,10,6,,7.2
31/03/2018,open,Obl,black,small,6,Obls6,black6,8,5,,7.2
9/04/2018,open,Obl,black,small,6,Obls6,black6,7,5,,7.2
17/04/2018,open,Obl,black,small,6,Obls6,black6,8,6,,7.2
23/03/2018,open,Obl,black,small,7,Obls7,black7,7,6,,7.2
31/03/2018,open,Obl,black,small,7,Obls7,black7,7,4,,7.2
9/04/2018,open,Obl,black,small,7,Obls7,black7,8,5,,7.2
17/04/2018,open,Obl,black,small,7,Obls7,black7,7,7,,7.2
23/03/2018,open,Obl,black,small,8,Obls8,black8,7,6,,7.2
31/03/2018,open,Obl,black,small,8,Obls8,black8,8,5,,7.2
9/04/2018,open,Obl,black,small,8,Obls8,black8,8,5,,7.2
17/04/2018,open,Obl,black,small,8,Obls8,black8,10,6,,7.2
23/03/2018,open,Ogr,green,small,1,Ogrs1,green1,11,6,,27
31/03/2018,open,Ogr,green,small,1,Ogrs1,green1,6,6,,25
9/04/2018,open,Ogr,green,small,1,Ogrs1,green1,7,6,,25
17/04/2018,open,Ogr,green,small,1,Ogrs1,green1,8,6,NO CROSS,25
23/03/2018,open,Ogr,green,small,2,Ogrs2,green2,7,5,,25
31/03/2018,open,Ogr,green,small,2,Ogrs2,green2,6,5,,25
9/04/2018,open,Ogr,green,small,2,Ogrs2,green2,6,4,,25
17/04/2018,open,Ogr,green,small,2,Ogrs2,green2,6,5,,25
23/03/2018,open,Ogr,green,small,3,Ogrs3,green3,5,5,,25
31/03/2018,open,Ogr,green,small,3,Ogrs3,green3,NA,NA,,25
9/04/2018,open,Ogr,green,small,3,Ogrs3,green3,NA,NA,,25
17/04/2018,open,Ogr,green,small,3,Ogrs3,green3,NA,NA,,25
23/03/2018,open,Ogr,green,small,4,Ogrs4,green4,7,7,,25
31/03/2018,open,Ogr,green,small,4,Ogrs4,green4,NA,NA,,25
9/04/2018,open,Ogr,green,small,4,Ogrs4,green4,NA,NA,,25
17/04/2018,open,Ogr,green,small,4,Ogrs4,green4,NA,NA,,25
23/03/2018,open,Ogr,green,small,5,Ogrs5,green5,11,4,,25
31/03/2018,open,Ogr,green,small,5,Ogrs5,green5,5,5,broken?,25
9/04/2018,open,Ogr,green,small,5,Ogrs5,green5,5,4,,25
17/04/2018,open,Ogr,green,small,5,Ogrs5,green5,8,5,1 CROWN MISSING,25
23/03/2018,open,Ogr,green,small,6,Ogrs6,green6,8,7,,25
31/03/2018,open,Ogr,green,small,6,Ogrs6,green6,NA,NA,,25
9/04/2018,open,Ogr,green,small,6,Ogrs6,green6,NA,NA,,25
17/04/2018,open,Ogr,green,small,6,Ogrs6,green6,NA,NA,,25
23/03/2018,open,Ogr,green,small,7,Ogrs7,green7,7,6,,25
31/03/2018,open,Ogr,green,small,7,Ogrs7,green7,5,3,,25
9/04/2018,open,Ogr,green,small,7,Ogrs7,green7,4,3,,25
17/04/2018,open,Ogr,green,small,7,Ogrs7,green7,4,3,,25
23/03/2018,open,Ogr,green,small,8,Ogrs8,green8,6,6,,25
31/03/2018,open,Ogr,green,small,8,Ogrs8,green8,7,6,,25
9/04/2018,open,Ogr,green,small,8,Ogrs8,green8,7,6,,25
17/04/2018,open,Ogr,green,small,8,Ogrs8,green8,8,6,,25
23/03/2018,open,Ore,red,small,1,Ores1,red1,9,6,,37.2
31/03/2018,open,Ore,red,small,1,Ores1,red1,6,5,,37.2
9/04/2018,open,Ore,red,small,1,Ores1,red1,NA,NA,,37.2
17/04/2018,open,Ore,red,small,1,Ores1,red1,NA,NA,NO CROSS,37.2
23/03/2018,open,Ore,red,small,2,Ores2,red2,7,6,,37.2
31/03/2018,open,Ore,red,small,2,Ores2,red2,6,5,,37.2
9/04/2018,open,Ore,red,small,2,Ores2,red2,7,5,,37.2
17/04/2018,open,Ore,red,small,2,Ores2,red2,7,6,,37.2
23/03/2018,open,Ore,red,small,3,Ores3,red3,6,6,,37.2
31/03/2018,open,Ore,red,small,3,Ores3,red3,7,6,,37.2
9/04/2018,open,Ore,red,small,3,Ores3,red3,6,6,,37.2
17/04/2018,open,Ore,red,small,3,Ores3,red3,7,6,,37.2
23/03/2018,open,Ore,red,small,4,Ores4,red4,7,6,,37.2
31/03/2018,open,Ore,red,small,4,Ores4,red4,8,4,,37.2
9/04/2018,open,Ore,red,small,4,Ores4,red4,NA,NA,,37.2
17/04/2018,open,Ore,red,small,4,Ores4,red4,NA,NA,,37.2
23/03/2018,open,Ore,red,small,5,Ores5,red5,8,3,,37.2
31/03/2018,open,Ore,red,small,5,Ores5,red5,9,5,,37.2
9/04/2018,open,Ore,red,small,5,Ores5,red5,9,6,,37.2
17/04/2018,open,Ore,red,small,5,Ores5,red5,9,8,,37.2
23/03/2018,open,Ore,red,small,6,Ores6,red6,6,5,,37.2
31/03/2018,open,Ore,red,small,6,Ores6,red6,7,6,,37.2
9/04/2018,open,Ore,red,small,6,Ores6,red6,7,5,,37.2
17/04/2018,open,Ore,red,small,6,Ores6,red6,6,6,,37.2
23/03/2018,open,Ore,red,small,7,Ores7,red7,7,6,,37.2
31/03/2018,open,Ore,red,small,7,Ores7,red7,7,5,,37.2
9/04/2018,open,Ore,red,small,7,Ores7,red7,7,4,,37.2
17/04/2018,open,Ore,red,small,7,Ores7,red7,6,6,,37.2
23/03/2018,open,Ore,red,small,8,Ores8,red8,6,5,,37.2
31/03/2018,open,Ore,red,small,8,Ores8,red8,7,5,,37.2
9/04/2018,open,Ore,red,small,8,Ores8,red8,4,3,,37.2
17/04/2018,open,Ore,red,small,8,Ores8,red8,5,3,,37.2
23/03/2018,open,Oye,yellow,small,1,Oyes1,yellow1,9,4,,103.2
31/03/2018,open,Oye,yellow,small,1,Oyes1,yellow1,8,4,,103.2
9/04/2018,open,Oye,yellow,small,1,Oyes1,yellow1,8,3,,103.2
17/04/2018,open,Oye,yellow,small,1,Oyes1,yellow1,7,6,,103.2
23/03/2018,open,Oye,yellow,small,2,Oyes2,yellow2,7,6,,103.2
31/03/2018,open,Oye,yellow,small,2,Oyes2,yellow2,7,5,,103.2
9/04/2018,open,Oye,yellow,small,2,Oyes2,yellow2,2,2,,103.2
17/04/2018,open,Oye,yellow,small,2,Oyes2,yellow2,3,3,,103.2
23/03/2018,open,Oye,yellow,small,3,Oyes3,yellow3,8,4,,103.2
31/03/2018,open,Oye,yellow,small,3,Oyes3,yellow3,6,5,,103.2
9/04/2018,open,Oye,yellow,small,3,Oyes3,yellow3,4,4,,103.2
17/04/2018,open,Oye,yellow,small,3,Oyes3,yellow3,5,4,,103.2
23/03/2018,open,Oye,yellow,small,4,Oyes4,yellow4,9,5,,103.2
31/03/2018,open,Oye,yellow,small,4,Oyes4,yellow4,7,5,,103.2
9/04/2018,open,Oye,yellow,small,4,Oyes4,yellow4,5,4,,103.2
17/04/2018,open,Oye,yellow,small,4,Oyes4,yellow4,8,6,,103.2
23/03/2018,open,Oye,yellow,small,5,Oyes5,yellow5,9,5,,103.2
31/03/2018,open,Oye,yellow,small,5,Oyes5,yellow5,11,4,,103.2
9/04/2018,open,Oye,yellow,small,5,Oyes5,yellow5,8,4,,103.2
17/04/2018,open,Oye,yellow,small,5,Oyes5,yellow5,5,3,,103.2
23/03/2018,open,Oye,yellow,small,6,Oyes6,yellow6,8,5,,103.2
31/03/2018,open,Oye,yellow,small,6,Oyes6,yellow6,7,5,,103.2
9/04/2018,open,Oye,yellow,small,6,Oyes6,yellow6,6,4,,103.2
17/04/2018,open,Oye,yellow,small,6,Oyes6,yellow6,6,4,2 PIECES,103.2
23/03/2018,open,Oye,yellow,small,7,Oyes7,yellow7,8,5,,103.2
31/03/2018,open,Oye,yellow,small,7,Oyes7,yellow7,7,6,,103.2
9/04/2018,open,Oye,yellow,small,7,Oyes7,yellow7,7,5,,103.2
17/04/2018,open,Oye,yellow,small,7,Oyes7,yellow7,9,6,,103.2
23/03/2018,open,Oye,yellow,small,8,Oyes8,yellow8,7,6,,103.2
31/03/2018,open,Oye,yellow,small,8,Oyes8,yellow8,8,7,,103.2
9/04/2018,open,Oye,yellow,small,8,Oyes8,yellow8,8,5,,103.2
17/04/2018,open,Oye,yellow,small,8,Oyes8,yellow8,9,6,,103.2
23/03/2018,partial cage,PCbl,black,small,1,PCbls1,black1,7,6,,114
31/03/2018,partial cage,PCbl,black,small,1,PCbls1,black1,NA,NA,,114
9/04/2018,partial cage,PCbl,black,small,1,PCbls1,black1,NA,NA,,114
17/04/2018,partial cage,PCbl,black,small,1,PCbls1,black1,NA,NA,,114
23/03/2018,partial cage,PCbl,black,small,2,PCbls2,black2,7,6,,114
31/03/2018,partial cage,PCbl,black,small,2,PCbls2,black2,8,6,,114
9/04/2018,partial cage,PCbl,black,small,2,PCbls2,black2,6,6,,114
17/04/2018,partial cage,PCbl,black,small,2,PCbls2,black2,8,7,,114
23/03/2018,partial cage,PCbl,black,small,3,PCbls3,black3,7,4,,114
31/03/2018,partial cage,PCbl,black,small,3,PCbls3,black3,6,6,,114
9/04/2018,partial cage,PCbl,black,small,3,PCbls3,black3,6,3,,114
17/04/2018,partial cage,PCbl,black,small,3,PCbls3,black3,7,6,,114
23/03/2018,partial cage,PCbl,black,small,4,PCbls4,black4,9,6,,114
31/03/2018,partial cage,PCbl,black,small,4,PCbls4,black4,6,5,,114
9/04/2018,partial cage,PCbl,black,small,4,PCbls4,black4,5,4,,114
17/04/2018,partial cage,PCbl,black,small,4,PCbls4,black4,5,4,,114
23/03/2018,partial cage,PCbl,black,small,5,PCbls5,black5,6,5,,114
31/03/2018,partial cage,PCbl,black,small,5,PCbls5,black5,10,7,,114
9/04/2018,partial cage,PCbl,black,small,5,PCbls5,black5,5,3,,114
17/04/2018,partial cage,PCbl,black,small,5,PCbls5,black5,7,4,,114
23/03/2018,partial cage,PCbl,black,small,6,PCbls6,black6,7,5,,114
31/03/2018,partial cage,PCbl,black,small,6,PCbls6,black6,5,4,,114
9/04/2018,partial cage,PCbl,black,small,6,PCbls6,black6,5,4,,114
17/04/2018,partial cage,PCbl,black,small,6,PCbls6,black6,7,4,,114
23/03/2018,partial cage,PCbl,black,small,7,PCbls7,black7,7,5,,114
31/03/2018,partial cage,PCbl,black,small,7,PCbls7,black7,7,6,,114
9/04/2018,partial cage,PCbl,black,small,7,PCbls7,black7,8,5,,114
17/04/2018,partial cage,PCbl,black,small,7,PCbls7,black7,8,4,,114
23/03/2018,partial cage,PCbl,black,small,8,PCbls8,black8,7,6,,114
31/03/2018,partial cage,PCbl,black,small,8,PCbls8,black8,8,6,,114
9/04/2018,partial cage,PCbl,black,small,8,PCbls8,black8,8,7,,114
17/04/2018,partial cage,PCbl,black,small,8,PCbls8,black8,6,4,,114
23/03/2018,partial cage,PCgr,green,small,1,PCgrs1,green1,9,4,,16
31/03/2018,partial cage,PCgr,green,small,1,PCgrs1,green1,11,4,,16
9/04/2018,partial cage,PCgr,green,small,1,PCgrs1,green1,10,4,,16
17/04/2018,partial cage,PCgr,green,small,1,PCgrs1,green1,10,5,,16
23/03/2018,partial cage,PCgr,green,small,2,PCgrs2,green2,7,5,,16
31/03/2018,partial cage,PCgr,green,small,2,PCgrs2,green2,NA,NA,,16
9/04/2018,partial cage,PCgr,green,small,2,PCgrs2,green2,NA,NA,,16
17/04/2018,partial cage,PCgr,green,small,2,PCgrs2,green2,NA,NA,,16
23/03/2018,partial cage,PCgr,green,small,3,PCgrs3,green3,9,6,,16
31/03/2018,partial cage,PCgr,green,small,3,PCgrs3,green3,NA,NA,,16
9/04/2018,partial cage,PCgr,green,small,3,PCgrs3,green3,NA,NA,,16
17/04/2018,partial cage,PCgr,green,small,3,PCgrs3,green3,NA,NA,,16
23/03/2018,partial cage,PCgr,green,small,4,PCgrs4,green4,6,5,,16
31/03/2018,partial cage,PCgr,green,small,4,PCgrs4,green4,5,5,,16
9/04/2018,partial cage,PCgr,green,small,4,PCgrs4,green4,6,4,,16
17/04/2018,partial cage,PCgr,green,small,4,PCgrs4,green4,6,6,,16
23/03/2018,partial cage,PCgr,green,small,5,PCgrs5,green5,8,5,,16
31/03/2018,partial cage,PCgr,green,small,5,PCgrs5,green5,NA,NA,,16
9/04/2018,partial cage,PCgr,green,small,5,PCgrs5,green5,NA,NA,,16
17/04/2018,partial cage,PCgr,green,small,5,PCgrs5,green5,NA,NA,,16
23/03/2018,partial cage,PCgr,green,small,6,PCgrs6,green6,8,4,,16
31/03/2018,partial cage,PCgr,green,small,6,PCgrs6,green6,9,6,,16
9/04/2018,partial cage,PCgr,green,small,6,PCgrs6,green6,8,5,,16
17/04/2018,partial cage,PCgr,green,small,6,PCgrs6,green6,9,5,,16
23/03/2018,partial cage,PCgr,green,small,7,PCgrs7,green7,7,5,,16
31/03/2018,partial cage,PCgr,green,small,7,PCgrs7,green7,8,5,,16
9/04/2018,partial cage,PCgr,green,small,7,PCgrs7,green7,6,3,,16
17/04/2018,partial cage,PCgr,green,small,7,PCgrs7,green7,6,5,,16
23/03/2018,partial cage,PCgr,green,small,8,PCgrs8,green8,6,5,,16
31/03/2018,partial cage,PCgr,green,small,8,PCgrs8,green8,NA,NA,,16
9/04/2018,partial cage,PCgr,green,small,8,PCgrs8,green8,NA,NA,"lots of detritus, especially in small crevices; the case on most tiles",16
17/04/2018,partial cage,PCgr,green,small,8,PCgrs8,green8,NA,NA,,16
23/03/2018,partial cage,PCre,red,small,1,PCres1,red1,6,4,,70
31/03/2018,partial cage,PCre,red,small,1,PCres1,red1,8,4,,70
9/04/2018,partial cage,PCre,red,small,1,PCres1,red1,8,4,,70
17/04/2018,partial cage,PCre,red,small,1,PCres1,red1,10,4,,70
23/03/2018,partial cage,PCre,red,small,2,PCres2,red2,7,5,,70
31/03/2018,partial cage,PCre,red,small,2,PCres2,red2,NA,NA,,70
9/04/2018,partial cage,PCre,red,small,2,PCres2,red2,NA,NA,,70
17/04/2018,partial cage,PCre,red,small,2,PCres2,red2,NA,NA,,70
23/03/2018,partial cage,PCre,red,small,3,PCres3,red3,10,6,,70
31/03/2018,partial cage,PCre,red,small,3,PCres3,red3,11,4,,70
9/04/2018,partial cage,PCre,red,small,3,PCres3,red3,5,4,,70
17/04/2018,partial cage,PCre,red,small,3,PCres3,red3,6,4,,70
23/03/2018,partial cage,PCre,red,small,4,PCres4,red4,7,6,,70
31/03/2018,partial cage,PCre,red,small,4,PCres4,red4,8,6,,70
9/04/2018,partial cage,PCre,red,small,4,PCres4,red4,5,3,,70
17/04/2018,partial cage,PCre,red,small,4,PCres4,red4,6,4,,70
23/03/2018,partial cage,PCre,red,small,5,PCres5,red5,6,5,,70
31/03/2018,partial cage,PCre,red,small,5,PCres5,red5,6,5,,70
9/04/2018,partial cage,PCre,red,small,5,PCres5,red5,5,4,,70
17/04/2018,partial cage,PCre,red,small,5,PCres5,red5,5,7,,70
23/03/2018,partial cage,PCre,red,small,6,PCres6,red6,5,5,,70
31/03/2018,partial cage,PCre,red,small,6,PCres6,red6,7,5,,70
9/04/2018,partial cage,PCre,red,small,6,PCres6,red6,5,4,,70
17/04/2018,partial cage,PCre,red,small,6,PCres6,red6,6,3,,70
23/03/2018,partial cage,PCre,red,small,7,PCres7,red7,6,6,,70
31/03/2018,partial cage,PCre,red,small,7,PCres7,red7,7,4,,70
9/04/2018,partial cage,PCre,red,small,7,PCres7,red7,6,6,,70
17/04/2018,partial cage,PCre,red,small,7,PCres7,red7,5,6,,70
23/03/2018,partial cage,PCre,red,small,8,PCres8,red8,8,6,,70
31/03/2018,partial cage,PCre,red,small,8,PCres8,red8,9,6,,70
9/04/2018,partial cage,PCre,red,small,8,PCres8,red8,9,6,,70
17/04/2018,partial cage,PCre,red,small,8,PCres8,red8,8,5,,70
23/03/2018,partial cage,PCye,yellow,small,1,PCyes1,yellow1,8,5,,94
31/03/2018,partial cage,PCye,yellow,small,1,PCyes1,yellow1,4,4,,94
9/04/2018,partial cage,PCye,yellow,small,1,PCyes1,yellow1,NA,NA,,94
17/04/2018,partial cage,PCye,yellow,small,1,PCyes1,yellow1,NA,NA,NO CROSS,94
23/03/2018,partial cage,PCye,yellow,small,2,PCyes2,yellow2,9,6,,94
31/03/2018,partial cage,PCye,yellow,small,2,PCyes2,yellow2,9,5,,94
